"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"080148","Perfect Bar Chocolate Mint","According to his thirteen children, Dr. Bud Keith was a ""health food guy"" before ""health food"" was a thing, 
constantly tinkering with healthy recipes to feed his king-sized family. As the story goes, one day, he ground 
up a bunch of dried fruits and vegetables, mixed them with freshly ground nut butter and honey, took one bite 
and declared, ""It's Perfect!"" -and with that simple exclamation, Perfect Bars® were born.

Available in our stores for the fall and winter seasons, Chocolate Mint Perfect Bars® are sweet, moist, and 
satisfyingly dense, with an irresistible, melt-in-your-mouth texture. They're made primarily of organic peanut 
butter, and flavored with peppermint oil, organic dark chocolate, and a mix of organic dried whole food 
powders. The Bars are cold-pressed (not baked) and don't contain any added preservatives or emulsifiers-and 
because of this, they should be kept in the refrigerator so their flavor and consistency remain intact. They can 
last up to one week at room temperature, so you can toss one in your purse, backpack, or workout bag to fuel 
you for the day ahead!

Chocolate Mint Perfect Bar®","https://www.traderjoes.com/content/dam/trjo/products/m21004/80148.png","2.29","[""Backpack Ready"",""Brunch All Day"",""Midday Snacks"",""The \""X\"" Factor""]",,
"079144","Chocolatey Caramel Pretzel Drumstick Decorating Kit","When it comes to holiday activities, working together with your loved ones on a whimsical crafting project is 
about as sweet as it gets. So, imagine just how sweet those merry-making memories will be with Trader Joe's 
Chocolatey Caramel Pretzel Drumstick Decorating Kit! Just in time for Turkey Day, these (we should note, 
quite turkey-less) Kits contain all the materials required to make 18 delicious, decorative, delightfully festive 
Chocolatey Caramel Pretzel Drumsticks. 

Here's how it works: first, you take one of the Kit's included, crunchy, salted Pretzel sticks, then wrap one end 
with a soft Caramel candy until it's roughly Drumstick-shaped. Then, heat up the Kit's Chocolatey chips 
in the microwave until melty, dip with the Drumstick, then decorate it with the packet of sprinkles to your 
heart's delight. The finished candy Drumsticks can be enjoyed as a mini-dessert at the Thanksgiving table, a 
sweet amuse bouche before the feast, or as a fun, anytime snack. And since each Kit contains enough supplies 
to create approximately 18 candy Drumsticks, it's an activity you can enjoy multiple times across the season.

Chocolatey Caramel Pretzel
Drumstick Decorating Kit","https://www.traderjoes.com/content/dam/trjo/products/m21002/79144.png","4.99","[""Fall Faves"",""Family Style"",""Finger Food"",""Treat Yourself""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/9 kit (31g)"",""calories_per_serving"":""130 ""}]"
"079297","Hot Chocolate Stirring Spoon",,"https://www.traderjoes.com/content/dam/trjo/products/m21002/79297.png","0.99","[""Desk Drawer"",""Fall Faves"",""Family Style"",""Merry-making"",""Treat Yourself""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 piece (33g)"",""calories_per_serving"":""170 ""}]"
"079890","Vegetable Root Chips","Now here are some Chips you can really Root for! Trader Joe's Vegetable Root Chips take the traditional 
potato chip concept and add a Peruvian twist. Instead of your regular Russets, our supplier in Peru starts with 
three Root Vegetables that are grown in-country: Taro (deep red), Cassava (speckled white), and Sweet Potato 
(pale orange). These colorful Vegetables are sliced thin and fried in sunflower oil until exquisitely crisp, with a 
very bold crunch. They're finished with just the right balance of sea salt to accent their variety of subtle, earthy 
flavors. 

Trader Joe's Vegetable Root Chips are definitely delicious on their own, when you're in the mood for something 
salty & crunchy. And their firm, broad surfaces are also well-suited for dipping into just about anything you can 
think of. Start with your favorite TJ's hummus, or our Chunky Spicy Guacamole Autentico [sku 96621], then 
move on to something slightly off the beaten snack-path, like TJ's Chicken Bacon Ranch Dip [sku 79675], or 
our vegan Almond Chipotle Dip & Spread [sku 73711]. You'll find 7.5-ounce bags of Vegetable Root Chips in 
our stores every day.

Vegetable Root Chips","https://www.traderjoes.com/content/dam/trjo/products/m21001/79890.png","2.99","[""Alfresco Dining"",""Crack a Beer"",""Game Night"",""Midday Snacks"",""Picnic""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""1 oz (28g/about 14 chips)"",""calories_per_serving"":""140 ""}]"
"079722","Pink Lady Apple Chips","Is it possible for an apple to be an overachiever? Pink Lady® apples would say yes. As the first apple cultivar to 
blossom and the last to be harvested, they soak up about 200 days of sunshine before landing in your kitchen. 
As a result, they boast an especially crisp bite, rosy-blush color, and balanced, sweet-tart flavor-flavor that's 
amplified in Trader Joe's Pink Lady® Apple Chips.

It all starts in Washington state, where our supplier harvests the Apples at peak freshness. They're thinly 
sliced, then vacuum crisped until delightfully crunchy. What's vacuum crisping, you ask? It's a gentle frying 
method that uses a vacuum-sealed chamber to crisp the Apples at low temperature with minimal oil, helping 
preserve and magnify their flavor. They're topped off with a dusting of cinnamon sugar, culminating in sweet, 
effervescent Apple Chips with a paradoxically juicy finish. 

Snack on gluten free Pink Lady® Apple Chips right out of the bag, or crumble them over Plain Whole Milk 
Greek Yogurt [sku 69707] or French Vanilla Ice Cream [sku 78576] (perhaps with Fleur de Sel Caramel Sauce 
[sku 95214] on top?). Speaking of caramel sauce, you can always use it as a dip for your Apple Chips, or drizzle 
it over them for a dessert-y spin on nachos. 

Pink Lady® Apple Chips","https://www.traderjoes.com/content/dam/trjo/products/m21001/79722.png","2.29","[""Backpack Ready"",""Desk Drawer"",""Family Style"",""Game Night"",""Midday Snacks""]","[""Gluten Free"",""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 oz (28g/about 13 chips)"",""calories_per_serving"":""140 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 oz (28g/about 13 chips)"",""calories_per_serving"":""370 ""}]"
"175918","Rainbow's End Trail Mix Bars","When we first introduced Trader Joe's Rainbow's End Trail Mix [sku 36825] to our shelves back in 2000, it truly 
set the bar for how sublimely simple a trail mix could be. With just a minimalist mix of peanuts, almonds, 
raisins, and candy-coated milk chocolate gems, every bite contains a remarkable medley of flavors and textures, 
which is why it's remained a solid gold hit with our customers for nearly 25 years. So how does one celebrate 
such a bar-setting snack? How about by recontextualizing it into a new setting: a highly snackable Bar? 

Proudly made with the same constituent components as the Trail Mix that inspired it,  Trader Joe's Rainbow's 
End Trail Mix Bars are held together with a bit of tapioca syrup and a rich coating of dipped dark chocolate on 
the base. Like its predecessor, each Bar offers a nice mix of crunchiness from the roasted peanuts and almonds, 
a bit of tenderness from the plump raisins, and some fun, flavorful sweetness from the candy-coated milk 
chocolate, all of which is captivatingly complemented by the dark chocolate layer. We find it's ideal for enjoying 
before work or school, during a hike or long car ride, or after a run or gym day.  

Rainbow's End Trail Mix Bars","https://www.traderjoes.com/content/dam/trjo/products/m21004/75918.png","4.99","[""Backpack Ready"",""Desk Drawer"",""Family Style"",""Midday Snacks""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 bar (40g)"",""calories_per_serving"":""200 ""}]"
"075842","Nuts About Elote Mix","Ah, for the multitude of sweet, smoky, and savory flavors contained within a single serving of elote. Arguably 
one of the more successful street foods in all of global cuisine, elotes as we most commonly know them today 
(grilled corn with butter or mayonnaise, cheese, lime juice, and chile powder) originated in Mexico, with roots 
to pre-Columbian indigenous cuisine-the world ""elote"" comes from the Nahuatl ""elotitutl,"" for ""tender cob,"" 
in fact. Drawing inspiration from this utterly iconic antojito, Trader Joe's Nuts About Elote Mix is made with  
crispy, puffed corn kernels and roasted cashews, dusted a cheesy, peppery, elote-evoking seasoning blend, 
along with pepitas and pretzel sticks to provide some complementary crunch.

Ideal for snacking on while catching the big game, enjoying a tall, frosty beer, or simply lounging about on a 
weekend, Trader Joe's Nuts About Elote Mix combines the sweetness of corn on the cob, the spice of chile 
powder, and the zesty zing of citrus in a whole new, crispy-crunchy context. It makes an excellent hors d'oeuvre 
for a cocktail party, and serves sensationally well alongside a cheese plate. 

Nuts About Elote Mix","https://www.traderjoes.com/content/dam/trjo/products/m21003/75842.png","4.49","[""Backpack Ready"",""Cheese Board"",""Crack a Beer"",""Effortless Entertaining"",""Finger Food"",""Midday Snacks""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/4 cup (27g)"",""calories_per_serving"":""140 ""}]"
"079718","Cinnamon Sugar Cashews","Pumpkin spice aside, there's hardly a flavor combination more suited to fall than that of cinnamon & brown 
sugar. The sweetness of the brown sugar deftly complements the warm spice of cinnamon, creating a captivating 
combination that caused our tasting panel to kick their heels in delight when they tasted-and approved!-our 
latest seasonal nut offering, Trader Joe's Cinnamon Sugar Cashews with Honey & Brown Sugar.

To create this simple yet satisfying snack, our Thai supplier takes impressively sized, slightly salty Cashews 
and gilds them with a sweet glaze imbued with plenty of Cinnamon and Brown Sugar, along with honey to 
round out the warm, sugary notes. Packed in a totable canister, the sweetly spiced, buttery crunch of these 
eminently snackable Cashews is enjoyable during all manner of autumnal pursuits, from weekend tailgating 
and entertaining, to the slightly less exciting (but no less important) weekday work-commuting and homework-
helping. Snack on them right out of the canister, or serve alongside wedges of TJ's Toscano Cheese with Cinnamon 
[sku 95115] and Pumpkin Cranberry Crisps [sku 51246] for a seasonally on-theme cheese board. 

Cinnamon Sugar Cashews 
with Honey & Brown Sugar","https://www.traderjoes.com/content/dam/trjo/products/m21003/79718.png","4.99","[""Backpack Ready"",""Cheese Board"",""Desk Drawer"",""Effortless Entertaining"",""Feeling Fancy"",""Game Night""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/4 cup (30g)"",""calories_per_serving"":""180 ""}]"
"079747","Wheat Crisp Crackers","There's something sublimely simple about a stately, square, wheat cracker. Slightly sweet and elegantly salty, the 
humble wheat cracker can be counted on in all kinds of culinary contexts, including (and perhaps especially) 
enjoying as a standalone snack. It's been a while since we've carried such a cracker on our shelves, and the time 
felt right to reintroduce one to our snacks section-we just had to be sure that the one we brought in was as 
satisfyingly crispy as those we've enjoyed in the past, while still substantial enough to hold up to heavy-duty 
cheese slices and hearty dips. After a few rounds through our tasting panel, we knew we had it with Trader 
Joe's Wheat Crisp Crackers.

Made for us by a Canadian supplier, who bakes each Cracker to a crispy, crunchy, gloriously golden brown, our 
Wheat Crisp Crackers make a capital companion to any cheese plate or charcuterie board, where their subtle 
blend of savory and sweet can complement even the most complex of flavor profiles. They more than hold 
their own when used to scoop up hummuses and other savory dips, and take particularly well to being topped 
with fruit spreads, cream cheeses, and combinations thereof, too. And, of course, they're also great for simply 
snacking on while catching up on a TV show, or catching up with a friend.

Wheat Crisp Crackers","https://www.traderjoes.com/content/dam/trjo/products/m21001/79747.png","2.49","[""Backpack Ready"",""Cheese Board"",""Desk Drawer"",""Effortless Entertaining"",""Midday Snacks"",""Picnic""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""15 Crackers (30g)"",""calories_per_serving"":""120 ""}]"
"075822","Organic Coconut Crunchy Clusters","Coconut Macaroons [sku 97673], Coconut Body Butter [sku 50130], Coconut Chickpea Curry [sku 75749], 
Coconut Cold Brew Concentrate [sku 50110]...needless to say, we're a bit cuckoo for coconuts here at Trader 
Joe's! There are coconut-containing items on almost every aisle of your neighborhood store, including our 
latest snack sensation: Organic Coconut Crunchy Clusters.

Made for us in Sri Lanka, these Clusters are quite the textural treat. Organic toasted Coconut chips, nutty 
sunflower seeds, earthy pumpkin seeds, and mild chia seeds provide complex crunch and seedy flavor, while 
cane sugar and rice syrup meld the Coconut chips and seeds into their final sweet and snackably Clustered 
form. 

Organic Coconut Crunchy Clusters make for a sweet and nutty treat right of the bag, but their enjoyment 
certainly needn't be limited to solo snacking. Mix them into Greek Nonfat Coconut Cream Yogurt [sku 53649] 
for maximum coconuttiness. Keep things tropical by adding a few Clusters to Greek Nonfat Mango Yogurt [sku 
97860] and Mango Blueberry Chia Bowls [sku 75233]. Or, crumble over bowls of Chocolate Non-Dairy Frozen 
Dessert [sku 94996] and French Vanilla Ice Cream [sku 78576] for a rich dessert.

Organic Coconut Crunchy Clusters","https://www.traderjoes.com/content/dam/trjo/products/m21001/75822.png","2.99","[""Backpack Ready"",""Finger Food"",""Midday Snacks""]","[""Organic"",""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/2 cup (35g)"",""calories_per_serving"":""210 ""}]"
