"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"053902","100% Honeycrisp Apple Cider Unfiltered",,"https://www.traderjoes.com/content/dam/trjo/products/m301/53902.png","3.99","[""Fall Faves"",""Family Style"",""Glass Half Full""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""8 fl oz (240mL)"",""calories_per_serving"":""120 ""}]"
"094280","Sweet Tea Beverage","While its origins are often attributed to the Southern states, sweetened iced tea didn't take over rural porches 
and potlucks until ice was readily available in the South after the spread of electric iceboxes in the 1920's and 
1930's. We can thank the South, however, for the practice of stirring sugar into hot tea at the time it is brewed, 
and then chilling it, ensuring perfectly sweetened tea and no undissolved sugar granules hanging around at the 
bottom of your glass. Here to help you recreate the Southern sweet tea drinking experience at home (without 
all that stirring) is Trader Joe's Sweet Tea.

Kettle-brewed from whole black tea leaves and sweetened with cane sugar, Trader Joe's Sweet Tea is the ultimate 
in tea refreshment, not just during summertime, but anytime you're looking for a sweet, caffeinated kick in the 
palate. Its sweet, mellow flavor offers hints of toasted tea notes, while its warm caramel hue brilliantly sparkles 
in a tall tea tumbler. It's important to note: Southern tradition declares that Sweet Tea should be chilled, and 
served over ice-we suggest refrigerating the jug before serving so you're always ready for tea time. Enjoy it 
plain, garnished with fresh lemon slices and raspberries, or with lemonade for sweet take on an Arnold Palmer.

After you dust off the patio furniture and break out the lawn games, we suggest enjoying a glass of (chilled!) 
Trader Joe's Sweet Tea (over ice!) to cool you down after a day of fun in the sun -warm weather is upon us, 
after all. You'll find one-gallon jugs of Sweet Tea for $3.99, on the shelves with our other bottled beverages.","https://www.traderjoes.com/content/dam/trjo/products/m301/94280.png","4.99","[""Alfresco Dining"",""Heat Wave"",""Picnic""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""12 fl oz (360mL)"",""calories_per_serving"":""100 ""}]"
"073159","Black Tea Unsweetened Beverage",,"https://www.traderjoes.com/content/dam/trjo/products/m301/73159.png","4.99","[""Alfresco Dining"",""Glass Half Full"",""Heat Wave"",""Picnic"",""Yes!""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""12 fl oz (360mL)"",""calories_per_serving"":""0 ""}]"
"075374","Sparkling Honeycrisp Apple Juice","Made with a three-ingredient blend of 100% Honeycrisp apple juice, water, and plenty of bubbles, Trader Joe's 
Sparkling Honeycrisp Apple Juice Beverage sips like a sweet apple daydream on a sparkling fall day. It's a 
beverage so crisp and juicy, you might even confuse the crack of the can with the crunch of the first bite...

Enjoy our Sparkling Honeycrisp Apple Juice chilled, straight from the source. Add it to cocktails and 
mocktails, garnished with an apple peel and perhaps even a cinnamon stick. Make it the base of an apple 
pie-inspired ice cream soda. Let your imagination sparkle! This holiday season, we're selling our Trader Joe's 
Sparkling Honeycrisp Apple Juice Beverage in single, 12-fluid-ounce cans-which means more juice, more 
bubbles, and more festive fall fun, while supplies last.

Sparkling Honeycrisp Apple Juice Beverage","https://www.traderjoes.com/content/dam/trjo/products/m301/75374.png","1.69","[""Fall Faves""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 can (355mL)"",""calories_per_serving"":""120 ""}]"
"061875","La Colombe Triple Cold Brew Latte","We love all things coffee (see: our extensive coffee selection, The Great TJ's Coffee Boom of 2016, etc.), and La 
Colombe® Triple Draft Lattes fit in perfectly with our present offerings. Because this isn't just any Latte-it's 
three shots of cold-pressed, expertly roasted Nizza espresso blended with milk, sweetened with cane sugar, 
and infused with food grade nitrous oxide via a pin-sized valve in the bottom of the can. The result is an ex-
ceptionally silk, smooth, and rich latte complete with a frothy layer of foam, just like you'd find in a café. 

Enjoy a chilled Triple Draft Latte anytime you need a pick-me-up. Pour it over ice cream for an over-the-top 
affogato. Use it in a morning or pre-workout smoothie-we suggest blending the whole can with a frozen ba-
nana or combining it with 1 cup of Greek Style Nonfat Plain Yogurt [sku 69707], 1.5 cups of frozen Pitted Dark 
Sweet Cherries [sku 54044], and 1 ounce of 100% Red Tart Cherry Juice [sku 41747].

We're selling each 9-ounce La Colombe® Triple Draft Latte for $2.29, which is at least 50 cents less than 
you'll find it priced anywhere else. And if you compare that price against your current daily-iced-latte-habit 
spending, these canned pick-me-ups are an all out bargain. You'll find them chilling with our other refriger-
ated beverages, ready and waiting for you to grab one on the go. 

08.28.
17","https://www.traderjoes.com/content/dam/trjo/products/m301/61875.png","2.99","[""Backpack Ready"",""Brunch All Day"",""Heat Wave"",""Rise & Shine""]",,
"070576","La Colombe Double Cold Brew Latte with Oatmilk","As a companion to the La Colombe® Triple Draft Latte¿ [sku 61875] that we sell, we are bringing in another 
coffee beverage from La Colombe® that should satisfy those with dairy sensitivities. 

La Colombe® Draft Latte¿ with Oatmilk begins with 100% Arabica, single-origin, Brazilian beans that are 
cold-brewed. This long, cold, steeping process creates and exceptionally smooth, full-flavored coffee, with 
minimized bitterness. To the coffee is added sustainably sourced oatmilk that has been nitrous infused, creating 
a creamy, foamy texture that adds to the smoothness of this beverage.

Serve this gluten free, vegan, Oatmilk Draft Latte¿ chilled and enjoy it any time you're in the mood for some 
smooth, creamy, dairy free coffee!

 *Please check QIL to confirm current pricing.

La Colombe® Coffee Draft Latte¿
made with Oatmilk","https://www.traderjoes.com/content/dam/trjo/products/m301/70576.png","2.99","[""Alfresco Dining"",""Brunch All Day"",""Heat Wave"",""The \""X\"" Factor""]","[""Dairy Free"",""Gluten Free"",""Kosher"",""Vegan""]",
"065012","GT's Synergy Living in Gratitude Raw Kombucha","We've carried GT's Kombucha flavors at Trader Joe's since 2016. The latest addition brings the flavor of gratitude 
(if gratitude had a flavor) to our stores. More on this festive, fall flavor after a little refresher on GT's origins¿

In 1995, when GT Dave (that's right, ""Dave"" is his last name) was only 15, he started making kombucha in his 
family's kitchen. Today, GT's Kombucha is still made the same way: handcrafted in small batches from the 
original, proprietary S.C.O.B.Y. (Symbiotic Culture of Bacteria & Yeast) he's been using for over two decades. 
The difference is, now there's a line of seventeen GT's Kombucha, distributed nationally. 

In addition to the Gingerade, Cayenneade, Trilogy (raspberry, lemon & ginger), & Watermelon WonderTM  

flavors we already carry, we're adding GT's Living in Gratitude to the lineup this fall.  (Beacuse fall...
Thanksgiving...gratitude...get it?) You'll be grateful to hear that Living in Gratitude is organic and raw 
(uncooked) and contains electrolytes, polyphenols, enyzmes, folic acid, and an array of B vitamins. And, since 
it's raw, it maintains all of its original probiotic value. It's a refreshing, effervescent fall drink that has that ""classic 
kombucha,""  apple-cider-vinegar  aroma and flavor-plus sweet, earthy carrot juice, turmeric, and plenty of fall 
spices (think cinnamon, cloves, nutmeg, etc.).

We're selling each 16-fluid-ounce bottle of GT's Organic & Raw Living in Gratitude Kombucha for $2.99. 
Find it in our refrigerators with our other kombuchas & refrigerated juices.

09.17.
18SEP. - NOV.","https://www.traderjoes.com/content/dam/trjo/products/m301/65012.png","3.49","[""Alfresco Dining"",""Backpack Ready"",""Heat Wave"",""The \""X\"" Factor""]",,
"065156","La Colombe Pumpkin Spice Cold Brew Latte","We love all things coffee (see: our extensive coffee selection, The Great TJ's Coffee Boom of 2016, etc.), and La 
Colombe® Pumpkin Spice Draft Latte fits in perfectly with our present pumpkin offerings. Because this isn't just 
any Latte. It's cold-pressed, medium-roasted Nizza espresso blended with frothed milk, real pumpkin puree, and 
warming spices; moderately sweetened with cane sugar (this ain't your average corporate-chain-coffee-shop's syrupy-
sweet PSL...); and infused with food grade nitrous oxide via a pin-sized valve in the bottom of the can. The result 
is an exceptionally silky, smooth, and rich latte complete with a frothy layer of foam, just like you'd find in a café. 

Enjoy a chilled La Colombe® Pumpkin Spice Draft Latte anytime you need a pick-me-up. Or pour it over TJ's 
Pumpkin Ice Cream [sku 95253] for an over-the-top affogato. We're selling each 9-ounce Latte for $2.29, which 
is at least 50 cents less than you'll find it priced anywhere else. And if you compare that price to your coffee-shop 
pumpkin spice latte spending in autumns past, these canned pick-me-ups are an all-out bargain. You'll find them 
chilling with our other refrigerated beverages, ready and waiting for you to grab one on the go. 

09.24.
18

SEP. - OCT.","https://www.traderjoes.com/content/dam/trjo/products/m301/65156.png","2.99","[""Fall Faves"",""Heat Wave"",""Rise & Shine""]",,
"029898","Tejava Original Black Tea","We don't typically offer that many brand-name products, so whenever we do, you can be certain that 
it's something special. That's certainly the category we'd place Tejava® Original Black Tea in. Its name is a 
portmanteau derived from the words ""tea"" (for the Camellia sinensis leaves used to make their tea) and ""Java"" 
(for the island from which they source said tea leaves), and at this point, we'd say it's practically synonymous 
with crisp, refreshing, and easy-drinking Black Tea, which is precisely why we're so excited to bring their one-
liter bottles of Original Black Tea back to our shelves.

Using only select Javanese tea leaves, Tejava®'s skilled brewers employ a unique microbrewing method to create 
this full-bodied Black Tea. In fact, each batch is made with only tea leaves and water-with nothing else added. 
We recommend keeping some bottles of Tejava® in your pantry or fridge: we find that they're always great for 
accompanying a lunch, sharing with friends when folks are over, or even just cracking open whenever you're 
particularly parched. 

Tejava® Original Black Tea (1L)","https://www.traderjoes.com/content/dam/trjo/products/m301/29898.png","2.49","[""Alfresco Dining"",""Heat Wave"",""Picnic""]",,
"080076","GT's Guava Paloma Agua de Kefir","You've probably heard of kombucha, and maybe you've heard of kefir... but have you heard of water kefir? If 
not, the shelves of Trader Joe's just might be the place to learn about it, courtesy of Agua de Kefir¿ Guava 
Paloma.  It comes to us from the folks at GT's®. whose work you may recognize from the fabulously flavorful 
kombuchas that we carry in our refrigerators. Inspired by the classic paloma cocktail, this flavorful, fermented 
drink combines the tart and tropical flavors of grapefruit juice and guava purée (along with a bit of habanero 
juice for a subtle hint of spice) with tangy (and decidedly dairy-free) water kefir that provides billions of 
probiotic bacteria in every single bottle.

Each bottle of Agua de Kefir¿ Guava Paloma starts with tiny kefir ""grains,"" which are actually grain-free, 
dairy-free granules made from a combination of lactic acid, bacteria, & yeast. When these ""grains"" are placed 
in reverse osmosis-filtered water along with organic cane sugar, they literally begin to eat the sugar & ferment. 
This fermentation yields carbon dioxide & more lactic acid, creating a stable environment for the cultures 
to grow and multiply. (Kombucha & ""regular"" kefir-the dairy kind-come from similar processes, but the 
kefir grains are activated in tea and milk, respectively, instead of in water.) And on top of all these probiotic 
properties, we're happy to report that Agua de Kefir¿ Guava Paloma is also remarkably refreshing. We 
recommend bringing a bottle along for a work lunch, for sipping during a hike, or as a pick-me-up after a 
strenuous yoga session.

Agua de Kefir¿
Guava Paloma","https://www.traderjoes.com/content/dam/trjo/products/m301/80076.png","3.99","[""Alfresco Dining"",""Glass Half Full"",""Heat Wave"",""The \""X\"" Factor""]",,
