"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"078977","Very Berry Granola","The saying is as true as it ever was: breakfast is the most important meal of the day. We might add, though, that 
we remain as steadfast to our corollary as we've ever been: just because it's important, doesn't mean it can't also 
be fun. Trader Joe's Very Berry Granola might just be the prime, practical application of this proposition: our 
supplier starts with hearty clusters of rolled oats-the kind of foundation that very important breakfasts are 
built upon-then sprinkles in bits of dried and sweetened blueberries and dried strawberries, so that every bite 
has an elegantly balanced blend of crunchy textures and sweet, fruity flavors. In other words: important, fun, 
and inarguably delicious.

Start your day off with a sublimely simple bowl of this gluten free Very Berry Granola and a splash of milk, or 
your favorite non-dairy alternative. (We find that our Non-Dairy Oat Beverage [sku 65333] makes a particularly 
excellent partner to this Granola's fruit-forward flavors.) Or, if you prefer, end your day with a pitch-perfect 
parfait by layering Very Berry Granola into some Greek Yogurt [sku 69707] with your favorite TJ's fruit 
preserves. In between, you can simply snack on Very Berry Granola by the handful-snacking is certainly 
important (and fun, and delicious) too, after all.

Very Berry Granola","https://www.traderjoes.com/content/dam/trjo/products/m20907/78977.png","3.99","[""Alfresco Dining"",""Backpack Ready"",""Brunch All Day"",""Family Style"",""Midday Snacks"",""Rise & Shine""]","[""Gluten Free"",""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""3/4 cup (60g)"",""calories_per_serving"":""260 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per 1/3 cup (30g) snack"",""serving_size"":""3/4 cup (60g)"",""calories_per_serving"":""130 ""}]"
"074671","Solid White Albacore Tuna in Water Sea Salt Added",,"https://www.traderjoes.com/content/dam/trjo/products/m20902/74671.png","1.99","[""Alfresco Dining"",""Desk Drawer"",""Picnic"",""Rain or Shine""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 can, drained (113g)"",""calories_per_serving"":""130 ""}]"
"074670","Solid White Albacore Tuna in Water No Salt Added",,"https://www.traderjoes.com/content/dam/trjo/products/m20902/74670.png","1.99","[""Alfresco Dining"",""Backpack Ready"",""Desk Drawer"",""Picnic"",""Rain or Shine""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 can, drained (113g)"",""calories_per_serving"":""130 ""}]"
"096070","Organic Virgin Coconut Oil","From Hawaiian shirts to Hibiscus flowers, it's no secret that TJ's loves the tropics. Our tropical outlook has 
inspired a current of products, splashing over into every aisle. Continuing to ride the wave, we simply couldn't 
resist adding Trader Joe's Organic Virgin Coconut Oil to the list.

It starts with freshly harvested, de-husked, and grated Organic coconuts from the Philippines and Sri Lanka. 
The coconut meat is dried, and then cold-pressed and filtered to remove any remaining bits. That's the process, 
nothing more. No Solvents. No additives. What's more, this specific approach preserves the nutrients, flavor 
characteristics, and aromas of fresh coconut. It also allows us to call it ""Virgin"" Coconut Oil.

Our Organic Virgin Coconut Oil will fluctuate from a solid to liquid state, depending on the temperature at 
which it's kept; so, don't be surprised if the solid-looking oil you bought in our cool store turns into a liquid 
when the jar's been stored in your warmer pantry. What's even more surprising than the changing state of your 
Coconut Oil will be its wide variety of uses; from cooking and baking, to skin care, to pulling (the process of 
oral detoxification by swishing oil in your mouth for 10 to 20 minutes). 

There's no shortage of applications for this versatile oil, and there's no shortage 16 ounce jars of Trader Joe's 
Organic Virgin Coconut Oil on our shelves. Stop by and pick some up for $5.49-and enjoy the tropical vibe, 
while you do.

11.10.
11","https://www.traderjoes.com/content/dam/trjo/products/m20904/96070.png","4.99","[""A Long Finish"",""Pour It On"",""Yes!""]","[""Kosher"",""Organic""]","[]"
"079464","Organic Turkey Bone Broth","Nothing says turkey season quite like, well, turkey. This beautiful bird is the mainstay of so many holiday main 
courses, and the unsung hero of soups, sauces, and gravies-if you've got the time and motivation to simmer 
turkey broth from scratch, that is. If you don't, Trader Joe's has you covered with our savory, versatile Organic 
Turkey Bone Broth. 

Made with marrow and cartilage-rich bones from organic turkeys, our Turkey Bone Broth is savory, aromatic, 
and delicious. With its marvelously concentrated turkey stock flavor, it adds more depth of flavor than regular 
turkey broth. As if that wasn't enough, each one-cup serving also contains an impressive 12g of protein. 

Organic Turkey Bone Broth makes an excellent base for soups, sauces, and gravies. Use it to baste holiday 
birds and deglaze roasting pans. Simmer it with collard greens and a smoked turkey leg for a southern-style 
side dish. Or, turn it into a cozy, post-holiday soup with leftover roasted veggies, shredded turkey, and Organic 
Farfalline Pasta [sku 78270]. This turkey season speciality will be gone faster than you can say ""gobble gobble""-
plan ahead and stock up your pantry before cooking commences!

Organic Turkey Bone Broth","https://www.traderjoes.com/content/dam/trjo/products/m20905/79464.png","3.49","[""Fall Faves"",""Let's Bake!"",""Pour It On"",""The \""X\"" Factor""]","[""Organic""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 Cup (240 mL)"",""calories_per_serving"":""50 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 Cup (240 mL)"",""calories_per_serving"":""100 ""}]"
"076667","Halloween Sprinkle","Like autumn leaves floating gracefully to the ground on a crisp fall day, Trader Joe's Halloween Sprinkle 
is making its delightfully decorative debut at Trader Joe's, just in time for spooky season! Made for us by a 
trusted confectionary supplier in Spain, these sweet, visually-striking Sprinkles come in a mutli-hued medley 
of fun, festive, Halloween-themed shapes. Inside each resealable pouch, you'll find brown bats, yellow jack-o-
lanterns, and white ghosts, along with an orange and white mix of classic circular and rod-shaped Sprinkles 
to provide even more variety.

Anything with icing can become your canvas for celebrating Halloween with Trader Joe's Halloween Sprinkle. 
Give it a generous shake over frosted brownies, cupcakes, homemade cake pops, our Pumpkin Spice Mini Sheet 
Cake [sku 76605] or on iced sugar cookies as part of a fun family acivity. It also makes a great accessory for ice 
cream scoops, cones, and sundaes. And if you're looking for something delightfully on-theme for an autumn 
potluck or school fall festival, try rolling miniature ice cream sandwiches in Halloween Sprinkle for a slightly 
spooky take on our Sublime Ice Cream Sandwiches [sku 90987].

Halloween Sprinkle","https://www.traderjoes.com/content/dam/trjo/products/m20905/76667.png","1.99","[""Fall Faves"",""Family Style"",""Gild The Lily""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 tsp. (4g)"",""calories_per_serving"":""15 ""}]"
"078270","Organic Farfalline Pasta","When it comes to Trader Joe's pastas, we seek out the highest quality noodles that are made with wholesome 
ingredients, crafted by methods approved by experts, and offered at a price that makes them a true value. Our 
latest macaroni product, Trader Joe's Organic Farfalline Pasta doesn't fall far from the value tree-in fact, it's 
right in line!

Our Organic Farfalline Pasta is shaped like mini, rounded bowties-or butterflies, if you will. (Farfalline 
is Italian for ""little butterflies."") When you only have one ingredient, it has to be the best, and that's why our 
Italian supplier uses durum wheat semolina that is ground in-house. This premium flour yields a classic Italian 
pasta texture and taste. Combine this flavor profile with Farfalline's darling dimensions, and you get a tasty, 
tiny noodle that's fun for kids and adults alike!

Organic Farfalline Pasta is spectacular in soups-brothy or creamy. Try some in Tomato Feta Soup [sku 
58808]. Farfalline also make a marvelous mac & cheese with Unexpected Cheddar [sku 65191], and brings 
an excellent textural variation to Turkey Chili with Beans [sku 78285]. Cook it extra al dente and toss with 
our Basil Pesto Sauce [sku 75825]. There really is no limit to how far you can go with Trader Joe's Organic 
Farfalline Pasta! 

Organic Farfalline Pasta","https://www.traderjoes.com/content/dam/trjo/products/m20901/78270.png","1.99","[""Alfresco Dining"",""Pair With Wine"",""Rain or Shine""]","[""Organic"",""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/2 cup (56g) dry"",""calories_per_serving"":""200 ""}]"
"078885","Limone Premuto Extra Virgin Olive Oil","Nestled along the coast of the Adriatic Sea in Italy's Apulia region, there exists a small, idyllic city called 
Andria. A well-known agricultural center, Andria is renowned for its wine, almonds, and olives-olives that 
comprise bright and zesty Trader Joe's Limone Premuto olive oil. 

Limone Premuto contains just two ingredients: olives and Sicilian lemons. While most other lemon-flavored 
olive oils utilize lemon oil or flavoring, our supplier opts for whole lemons for optimal citrus flavor. The olives 
and lemons are processed via cold extraction to preserve their herbaceous and tart notes, resulting in a crisp 
and zesty extra-virgin olive oil that's perfect for lemon lovers.

Limone Premuto is an excellent finishing oil for salads and roasted vegetables. It pairs wonderfully with 
white fish and poultry, especially when they're seasoned with herbs like oregano and rosemary. Serve it with 
sliced Ciabatta Baguette [sku 96398] for a simple and delicious appetizer. Or, craft a rich and bright dessert by 
drizzling Limone Premuto over French Vanilla Ice Cream [sku 78576] with a sprinkle of sea salt on top. This 
zingy and versatile olive oil is here for a limited time-pick up a bottle while supplies last!

Limone Premuto","https://www.traderjoes.com/content/dam/trjo/products/m20904/78885.png","7.99","[""Alfresco Dining"",""Date Night"",""Feeling Fancy"",""Gild The Lily"",""Picnic"",""Pour It On""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""1 Tbsp. (15mL)"",""calories_per_serving"":""120 ""}]"
"078799","Bourbon Vanilla Beans","Vanilla, plain? Never! A spice so integral to desserts across the world can't possibly be boring, but it can be quite 
expensive-vanilla beans in particular. That's why Trader Joe's has brought premium Bourbon Vanilla Beans 
to your neighborhood store at a marvelous value!

Vanilla Beans are actually the pods of Vanilla orchids-including V. planifolia, better known as Bourbon 
Vanilla. They were first cultivated on their namesake island of Île Bourbon (now called Réunion) before 
operations moved to its larger neighbor to the west: Madagascar. If ""Vanilla"" and ""Madagascar"" seem 
synonymous, it's because the island's tropical climate and heavy rainfall produces Bourbon Vanilla Beans that 
are especially large, plump, and high in vanillin, the compound that gives the spice its wonderfully sweet and 
""warm"" flavor.

There's one downside to these aromatic and versatile beans: their price tag! Fortunately, we buy ours directly 
from their grower and processor, allowing us to offer offer premium, Madagascar-grown Bourbon Vanilla 
Beans at an amazing value. Bring yours home and incorporate them into baked goods and desserts, Vanilla 
sugar, and Vanilla-infused spirits, while supplies last!

Bourbon Vanilla Beans","https://www.traderjoes.com/content/dam/trjo/products/m20905/78799.png","2.99","[""Fall Faves"",""Let's Bake!"",""Merry-making""]",,"[]"
"079166","Almond Paste","What do princess cakes, amaretti cookies, and marzipan have in common? Why, almond paste of course! This 
unsung hero of baking and candy making adds nuttiness and depth to all sorts of baked goods and confections.  
High quality almond paste usually comes at a premium price point, but not at Trader Joe's-our Almond 
Paste is the real deal at a really great value!

Made for us in Denmark by the largest Almond Paste and marzipan manufacturer in the world, our Almond 
Paste contains 40% ground Almonds for maximum nuttiness-no extract necessary! The smooth Paste is 
sweetened until it's just sweet enough to use in your favorite baking and candy making recipes. Then, it's 
conveniently packaged into a single tube so you can use as much or as little as you need, without the nuisance 
of jars and unresealable packaging.

Almond Paste shines when incorporated into cookies, cakes, pie crusts, and crumble toppings. Of course, you 
can use it to make marzipan in a jiffy (kids and adults will love shaping it into adorable figurines and dipping 
them in melted chocolate!). Or, add cinnamon and roll the Paste into Organic Crescent Rolls [sku 73773] for 
easy breakfast pastries. Offered at an excellent value, this premium baking ingredient won't last long on our 
shelves-grab a tube or two while supplies last!

Almond Paste","https://www.traderjoes.com/content/dam/trjo/products/m20905/79166.png","3.99","[""Fall Faves"",""Let's Bake!"",""Merry-making"",""Stuff of Dreams""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 Tbsp. (39g)"",""calories_per_serving"":""180 ""}]"
