"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"079199","Cerro Mogotón Nicaragua Small Lot Coffee","Towering over Nicaragua's border with Honduras, Cerro Mogotón is an awe-inspiring sight, covered in lush 
mountain forests and winding hiking trails. It's also known for producing some of Nicaragua's finest coffees-
like Trader Joe's Cerro Mogotón Small Lot Coffee. It comes to us from a single family farm situated a little 
more than halfway up the mountain, where the impressive elevation results in full-flavored beans with notes 
of nutty caramel and sweet baked apples. A light roast brew with mild acidity, it makes for an easy-drinking, 
well-rounded cup.

Cerro Mogotón brews beautifully in a drip coffee maker, Chemex, French press, or Moka pot, with a ratio of 
two tablespoons of coffee for each six fluid ounces of water. Enjoy it as a light and flavorful morning cup of 
joe, with or without a warm Apple Cinnamon Bun [sku 77107] or slice of Cinnamon Coffee Cake [sku 94235]. 
If dessert's on your mind, Teeny Tiny Pecan Pies [sku 79121] will accentuate the coffee's toasty caramel notes.

Cerro Mogotón Small Lot Coffee may be big on flavor, but its availability is truly small. Pick up a bag from 
your neighborhood store while supplies last!

Cerro Mogotón Small Lot Coffee","https://www.traderjoes.com/content/dam/trjo/products/m304/79199.png","9.99","[""Alfresco Dining"",""Brunch All Day"",""Rise & Shine""]","[""Kosher""]","[]"
"078898","Organic Mexico La Concordia Small Lot Coffee","For the newest addition to our Small Lot Coffee program, we're making a triumphant return to Chiapas, 
the same state in southern Mexico from which our Organic Chiapas Mexico Small Lot Coffee [sku 65505] 
originated. This time, however, we've sourced our coffee from a group of growers within the La Concordia 
region of Chiapas, where the high elevation and oceanic microclimate create optimum conditions for growing 
rich, chocolatey, full-flavored coffees. True to form, each sip of Trader Joe's La Concordia Mexico Small Lot 
Coffee is indeed remarkably rich, deliciously chocolatey, and fabulously full-flavored, with notes of sticky 
caramel and fresh berries throughout.

Much of that is owed to La Concordia's unique environment: once the hand-picked beans are washed and laid 
out to dry in the sun, the humidity makes it necessary for them to dry for a considerably longer time than is 
typical for other coffee-growing regions. This increased contact between the beans and their husks allows the 
flavors within the husks to infuse into the bean, resulting in a fruit-forward cup of Coffee. We recommend 
serving La Concordia with all kinds of breakfast fare: everything from a hearty omelette, to simple eggs and 
toast, to a superbly saucy plate of chilaquiles.

Organic Mexico La Concordia
Small Lot Coffee","https://www.traderjoes.com/content/dam/trjo/products/m304/78898.png","9.99","[""Alfresco Dining"",""Brunch All Day"",""Rise & Shine""]","[""Organic"",""Kosher""]","[]"
"079173","Vanilla Cardamom Cold Brew Coffee","If you peruse the coffee beverage offerings at your neighborhood Trader Joe's, you'll see that we're big fans of 
cold brew. From bold Black Cold Brew Coffee [sku 56952] to festive Pumpkin Spice Flavored Cold Brew Coffee 
Concentrate [sku 79207], we strive to concoct cold brews that satsify all tastes. If sweet and aromatic is your 
flavor profile jam, you'll become fast friends with Vanilla Cardamom Flavored Cold Brew Coffee.

They say that good things come to those who wait, and this Cold Brew's slow brewing process certainly proves 
the adage to be true. We start with 100% Arabica Coffee beans that are steeped for 12 hours in cold water-this 
extracts the Coffee's flavor without making it bitter. It's then flavored with Vanilla and Cardamom, lending 
sweet, floral, and herbal notes that complement the Coffee's robust profile. Smooth with mild acidity, the final 
product makes for easy drinking-even straight out of the bottle, if you're so inclined. 

Serve it black over ice, or add a splash of milk (or non-dairy beverage) and a bit of sugar to let the flavors really 
sing. By the way-did we mention this Cold Brew comes in a generous 32-fluid-ounce bottle, for about the 
same price as a single serving of comparable drinks at chain Coffee shops? Such a steal won't last long, so grab 
yours while supplies last!

Vanilla Cardamom Flavored 
Cold Brew Coffee","https://www.traderjoes.com/content/dam/trjo/products/m304/79173.png","5.49","[""Backpack Ready"",""Brunch All Day"",""Heat Wave"",""Rise & Shine""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""12 fl oz (360mL)"",""calories_per_serving"":""15 ""}]"
"075147","Organic Roasted Herbal Tea","One of the more interesting aspects of coffee is how much its level of roast can affect its flavor. Whereas lighter 
roast coffees tend to have a brighter, crisper, more delicately acidic character to them, dark roasts are bigger, 
bolder, and often quite chocolatey. But did you know that going through a roasting process can also have a 
similar affect on herbal teas? Take Trader Joe's Organic Roasted Herbal Tea, for instance. Made with a blend 
of rich, roasted carob, barley, and chicory, along with a bit of dried fig and date to add a dark, fruity undertone, 
this terrifically toasty and full-flavored tea has a remarkable depth of flavor. So much so, in fact, that it almost 
feels more like a coffee on the palate than an everyday herbal tea, while still remaining naturally caffeine-free.

An excellent choice for anyone who loves the taste of coffee but prefers to avoid caffeine, anyone who likes their 
tea extra strong, or indeed anyone who enjoys unique and full-flavored beverages of all kinds, our Organic 
Roasted Herbal Tea can be served in any situation where coffee would be called for. Sip it slow with a nice 
sweet pastry. Ice it and mix with milk or your favorite non-dairy alternative. Or pair it with any of your favorite 
breakfast options for a long, luxurious, weekend brunch.

Organic Roasted Herbal Tea","https://www.traderjoes.com/content/dam/trjo/products/m304/75147.png","3.99","[""A Long Finish"",""Alfresco Dining"",""Brunch All Day"",""Desk Drawer"",""Glass Half Full"",""Rain or Shine"",""Rise & Shine""]","[""Organic"",""Vegan"",""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""1 Tea Bag (6g) makes 8 fl oz brewed"",""calories_per_serving"":""5 ""}]"
"079207","Pumpkin Spice Cold Brew Coffee Concentrate","Are you longing for the cozy flavors of pumpkin spice coffee, but not in the mood for a hot cup of joe? Then 
Trader Joe's Pumpkin Spice Flavored Cold Brew Coffee Concentrate is decidedly for you! 

It starts with the same, beloved characteristics of our perennially popular Cold Brew Coffee Concentrate: 
it's made with 100% Arabica beans that are cold brewed up to 24 hours to highlight the coffee's lush, fruity 
notes. Imbued with a classic Pumpkin Spice blend of cinnamon, ginger, clove, and nutmeg, the base Brew 
is rounded out with a bit of orange peel, resulting in a Coffee that's teeming with Pumpkin Spice flavors in 
every sip!

While we recommend mixing one part Concentrate with two parts water, milk, or non-dairy beverage, the 
beauty of this kosher-certified Pumpkin Spice powerhouse is you can create the beverage of your dreams. 
After preparing in your Coffee vessel of choice, reach for a cup of Nonfat Pumpkin Greek Yogurt [sku 99283] 
or a slice of Cinnamon Coffee Cake [sku 94235] for an extra festive breakfast. You'll find Pumpkin Spice 
Flavored Cold Brew Coffee Concentrate with our shelf-stable coffee offerings, for a limited time. 

Pumpkin Spice Flavored
Cold Brew Coffee Concentrate","https://www.traderjoes.com/content/dam/trjo/products/m304/79207.png","8.99","[""Alfresco Dining"",""Backpack Ready"",""Brunch All Day"",""Fall Faves"",""Rise & Shine""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""4 oz (118 mL) makes 12 fl oz prepared"",""calories_per_serving"":""25 ""}]"
"077924","Java of the Gods Small Lot Coffee","Situated in the lush, green highlands of West Java, the region of Parahyangan gets its name from an old 
Sundanese word for ""the abode of the gods."" Here, sheltered by the shade of the Perhutani forest, several 
smallholding coffee farmers cultivate some of the richest, most flavorful coffee beans that Indonesia has to 
offer. Our latest limited-release, small lot coffee, Trader Joe's Java of the Gods, comes to us from a collection 
of these farmers, and easily lives up to Parahyangan's name-each strong, full-bodied sip is practically divine.

Semi-sweet, toasty, and marked with notes of cacao, our Java of the Gods has a substantial mouthfeel and 
dark, chocolatey profile that's ideal for serving with decadent desserts and all sorts of breakfast dishes, savory 
and sweet. When paired with a stack of syrupy Belgian Waffles [sku 96967] or toasted, buttered Pancake Bread 
[sku 63303], for instance, its relatively low acidity and semi-bitter edges (resulting from this Java's deep, dark 
roast) will cut through the sweetness, providing a captivating complement. When served alongside a savory 
omelette, breakfast sandwich, or plate of spicy chilaquiles, however, those same qualities will allow the stronger 
flavors from both the coffee and the food to intermingle and reinforce one another. However you pair this Java 
of the Gods, or even if you just plan to sip it solo, be sure to pick up a bag before too long, because supplies are 
decidedly limited.

Java of the Gods
Small Lot Coffee","https://www.traderjoes.com/content/dam/trjo/products/m304/77924.png","9.99","[""Alfresco Dining"",""Brunch All Day"",""Rise & Shine""]","[""Kosher""]","[]"
"078731","Tropical Bahia Brazil Small Lot Coffee","It turns out that a long drive, a closed truck, and hot weather are the perfect combination for a truly special 
brew. Enter Trader Joe's Tropical Bahia Brazil Small Lot Coffee!

After harvesting, coffee beans need hot, arid weather to thoroughly dry before roasting. The high growing 
regions of Bahia, Brazil aren't blessed with such conditions, so growers send their beans away to sunnier 
regions-this journey is where the Tropical Bahia Brazil magic happens.

Ripe Arabica coffee beans spend the long drive in a hot, closed truck. These conditions set off a fermentation 
process that, unlike the controlled and monitored process for most coffee, happens naturally and with minimal 
interference. Such spontaneity gives Tropical Bahia Brazil  its unique character. A medium roast results in a 
balanced coffee that boasts layered flavors, notes of sweet fruits, and a touch of acidity.  

Once in our hands, the beans are packed in bags with one-way valves that keep oxygen out-this helps to 
preserve their singular flavor. Brew hot for an interesting morning cup, pair with fruit pastries like Raspberry 
Croissant Carré [sku 77043] and Strawberry & Rhubarb Hand Pies [sku 74290], or enjoy over ice with a splash 
of milk (or a non-dairy alternative) for an afternoon pick-me-up.

Tropical Bahia Brazil is part of our Small Lot Coffee program, which means quantities are truly small. Pick up 
a bag and brew a cup while it's on our shelves! 

Tropical Bahia Brazil 
Small Lot Coffee","https://www.traderjoes.com/content/dam/trjo/products/m304/78731.png","7.99","[""Alfresco Dining"",""Brunch All Day"",""Rise & Shine""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""2 Tbsp. (15g) ground coffee per 12 fl oz water"",""calories_per_serving"":""0 ""}]"
"074757","Organic Assam Golden Black Tea","Much like a wine or cheese, the quality of any given tea is highly dependent on where it was harvested. For 
certain teas, however, when it was harvested is just as, if not more, important. For example, during the first 
few weeks of spring, as assamica tea plants in northwestern India begin to mature, their first flush of leaf buds 
end in a distinct, golden tip. These golden-tipped leaves are prized for being richer, sweeter, and even slightly 
higher in caffeine than standard Assam leaves (which are already quite excellent)-and they're exactly what 
you'll find in every box of Trader Joe's Organic Assam Golden Black Tea.

Bold and malty, with a faintly fruity profile, this full-flavored Assam Golden Black Tea is cultivated for us 
using organic practices in India's bountiful Brahmaputra valley, nestled in the state of Assam (from which 
this tea gets its name, in fact). It serves just as well hot or iced, as-is or with a splash of milk or your favorite 
non-dairy creamer. We find that its strong character and notes of toasted rice make it a lovely pairing option 
for breakfast pastries, fresh fruit, or a nice, sharp Cheddar cheese. And just as timing is important to this tea's 
harvest, it's also paramount if you want to pick up a box at your neighborhood Trader Joe's, because supplies of 
this Organic Assam Golden Black Tea are decidedly limited.

Organic Assam Golden
Black Tea","https://www.traderjoes.com/content/dam/trjo/products/m304/74757.png","5.49","[""Alfresco Dining"",""Brunch All Day"",""Giftable"",""Rise & Shine""]","[""Organic""]",
"078341","Kenya AA Karatu Small Lot Coffee","As one of the leading cultivators of some of the finest coffees in the world, the country of Kenya has a unique 
system of rating its coffee beans at point of harvest. At the top of this scale is the treasured ""AA"" grade, denoting 
beans with the largest size and most consistent shape of the entire crop. AA-rated coffee beans are renowned 
for their rich flavor profiles and dazzlingly deep aromas, and the newest addition to our Small Lot Coffee series 
is no exception. It's brought to us by a collective of small farmers in Karatu, Kenya, who plant, harvest, and 
process these AA-rated beans entirely by hand, to ensure that every sip is superlatively smooth and satisfying.

Once ground and brewed to your personal preferences, Trader Joe's Kenya AA Karatu Small Lot Coffee 
makes a complex, yet balanced cup, with a bold, full body that's complemented by a pleasantly citric acid 
structure. While it's an excellent (albeit elevated) everyday kind of coffee, we find it serves especially well as 
part of a big breakfast or brunch: its bright notes of black currant and cacao make it a great pairing option with 
a flaky chocolate croissant, an auspicious eggs Benedict, or a tall stack of pancakes covered in fresh berries. 

Kenya AA Karatu
Small Lot Coffee","https://www.traderjoes.com/content/dam/trjo/products/m304/78341.png","9.99","[""Alfresco Dining"",""Brunch All Day"",""Rise & Shine""]","[""Kosher""]","[]"
"077864","Organic Ethiopia Guji Small Lot Coffee","Grown under the forest canopies of Guji, near the southern end of Ethiopia's Oromia region, Trader Joe's 
Organic Ethiopia Guji Small Lot Coffee exhibits all the very best qualities of its prestigious provenance. These 
heirloom, organically grown, 100% Arabica beans are handpicked on local farms, carefully dried under the sun 
on raised beds, then roasted to a balanced light-medium roast. 

Once brewed, each cup of our Organic Ethiopia Guji Small Lot Coffee is redolent with notes of fresh berries, 
dried fruit, and warm spices, finishing with just a touch of uplifting acidity. It makes for an excellent anytime 
cuppa Joe, and we especially enjoy sipping it alongside a TJ's Salted Caramel Danish [sku 77105] or a spinach 
&  goat cheese omelet at breakfast, and a scoop of TJ's Strawberries & Cream Gelato [sku 75375] for dessert.

Organic Ethiopia Guji Small Lot Coffee","https://www.traderjoes.com/content/dam/trjo/products/m304/77864.png","9.99","[""Brunch All Day"",""Rise & Shine""]","[""Organic"",""Kosher""]","[]"
