"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"065644","Organic Fuyu Persimmons",,"https://www.traderjoes.com/content/dam/trjo/products/m20701/65644.png","3.99","[""Backpack Ready"",""Cheese Board"",""Fall Faves"",""Midday Snacks""]","[""Organic""]",
"093857","Cut Sweet Potatoes","Sweet potatoes are often thought of as a holiday staple, but peeling and prepping 

pounds of potatoes can create quite a mess (not to mention tire out your hands). 

Trader Joe's has the answer with our 2lb bags of peeled and cut sweet potatoes!  

 

 Trader Joe's Cut Sweet Potatoes can be roasted to perfection with a bit of olive oil, 

salt and pepper, puréed into soups casseroles, breads, and muffins.  Try mashed as 

a healthy alternative to regular mashed potatoes! 

 

Take the hassle out of Thanksgiving dinner, let Trader Joe's do the prep work for 

you! Find them in our refrigerated case for $4.99 but hurry; these are only around for 

a limited time.","https://www.traderjoes.com/content/dam/trjo/products/m20702/93857.png","5.49","[""Dinner Hack"",""Effortless Entertaining"",""Fall Faves"",""Let's Bake!""]",,"[]"
"056059","Jumbo Pomegranate","¿ 

Growing Region:  San Joaquin Valley, California","https://www.traderjoes.com/content/dam/trjo/products/m20701/56059.png","2.99","[""Cheese Board"",""Fall Faves"",""Finger Food""]",,
"098082","Organic Tuscan Kale","¿ 
 
Growing area:  Ventura County, CA 
 
Product Info: Lacinato kale, also known as Tuscan or Dinosaur Kale, is a member of 
the same family as cauliflower, broccoli and collard greens.  The Lacinato variety has 
dark blue-green leaves, with an ridged texture (like dinosaur skin!).  Like all kales, 
Trader Joe's Lacinato Kale is nutrient-dense, packed with vitamin C, calcium, fiber, 
antioxidants and beta-carotene.   
 
Taste:  Trader Joe's Lacinato Kale has a slightly sweeter and more delicate flavor than 
curly green kale.   
 
Uses:  Saute, boil or braise and then serve as-is, or incorporate into soups, stews, or 
any recipe that calls for greens.  Kale pairs well with a variety of sauces and spices.  
Get creative!  Toss the Kale with oil, sprinkle with salt and pepper and bake in the oven 
for some delicious Kale chips that will be the talk of the town!   
 
Why the tasting panel loved it:  Trader Joe's Lacinato Kale is a nutrient-dense, quick-
cooking AND great-tasting green that is cut, washed and ready to use!  It's a convenient 
and healthy side dish for a busy weeknight meal.","https://www.traderjoes.com/content/dam/trjo/products/m20702/98082.png","2.79","[""Alfresco Dining"",""Dinner Hack"",""Picnic"",""Put An Egg On It""]","[""Organic""]","[]"
"079142","Sugar Bee® Apples","In the early 1990s, an orchardist discovered a new kind of apple growing in his Minnesota Honeycrisp orchard. 
With a little detective work, he determined that local bees had taken the pollen from an unknown tree nearby 
and cross-pollenated it with Honeycrisp blossoms. The SugarBee® was born! 

Fast-forward to present day, and you, dear customers, can enjoy the crisp, firm texture and crunchy bite of 
SugarBees®. Their flavor hints at caramel and molasses, with distinct notes of honey-a fitting homage to their 
raison d'etre (reason for bee-ing, if you will). Snack on slices alongside a bowl of our Maple Spiced Nut Mix [sku 
75094] for an authentically autumnal treat. Or peel and slice these bee-uties to tuck into your seasonal pies, 
tarts, and turnovers. Yum! Pick your own from our produce shelves, while they're in season.

SugarBee® Apples","https://www.traderjoes.com/content/dam/trjo/products/m20701/79142.png","4.49","[""Backpack Ready"",""Cheese Board"",""Family Style""]",,
"050661","Delicata Squash","Delicata Squash is an oblong-shaped, yellow-green variety that's native to North and Central America. Sci-
entifically, it is Curcurbita pepo. Culinarily, it's a true treasure! Delicata is classified as a winter squash because 
when raw, its outer skin is hard like a butternut. Botanically, it's more closely related to summer squashes like 
zucchini; its skin isn't as tough as it first appears, and when you cook it, the skin becomes barely detectable. 
Because of this softer skin, Delicata doesn't store as well, or for as long, as other winter squash varieties, mak-
ing it an autumn treasure that's worth seeking out during its short tenure.

Because of its thin skin, Delicata Squash is easy to prepare in myriad ways. Its yellow-to-orange flesh is sweet, 
rich, and moist-so much so, in fact, that it's often called Sweet Potato Squash. It can be sliced lengthwise, 
seeds scooped out, and roasted, much like you'd do with an acorn or butternut squash. It can also be sliced 
into rounds (seeds removed from centers), seasoned simply with salt and pepper (or maple syrup or brown 
sugar) and baked. There's no need to peel-once cooked, it's easy to eat the skin. This particular squash also 
steams well, and can be cooked in the microwave to applause-worthy result. Also applause-worthy is our price 
of 99 cents for each Trader Joe's Delicata Squash. Because this is a truly seasonal fresh produce item, when 
it's gone, it'll be a while before it makes its way back. You'll find it in our fresh produce section.","https://www.traderjoes.com/content/dam/trjo/products/m20702/50661.png","1.49","[""Alfresco Dining"",""Fall Faves"",""Let's Bake!"",""Picnic"",""The \""X\"" Factor""]",,
"091769","Spaghetti Squash","It would be really romantic to say that Spaghetti Squash was cultivated in late Renaissance Italy, when Reu-
benesque human figures dominated frescoes, making for overly self-conscious citizens, who subsequently 
sought out low calorie, low carb versions of spaghetti noodles. In actuality, this Squash sometimes cleverly 
known as ""squaghetti,"" was simply named for its cooked texture, which resembles long, thin noodles.

Whether you motivation is ample nude figures in Flemish Renaissance paintings, or just the inability to fit into 
the jeans you wore last fall, Spaghetti Squash does provide a healthy and yummy, seasonal alternative to the 
typical plate of carbs.

To create a spaghetti substitute plate, simply cook your Squash until tender. Microwaving for 5-10 minutes 
works just fine, but you can also bake it in a 350 degree oven for 40 minutes, or until soft. After it cools a little, 
carefully cut the softened Spaghetti Squash in half lengthwise, remove the seeds, and use a fork to loosen the 
spaghetti-like fibers that have emerged during cooking. Next, lightly sauté the ""squaghetti"" with a little oil in a 
pan on the stovetop. This will allow some of the excess moisture to steam off. Finally, put it in a bowl and top 
with your favorite pasta sauce!

As we enter the season of holiday feasts, here's a meal that is not only delicious, but that can also serve to bal-
ance out all those extra helpings of potatoes and stuffing that you know you're going to have. Each Spaghetti 
Squash is just $2.29 in our West Coast stores, and $2.69 elsewhere. Buon Appetito!","https://www.traderjoes.com/content/dam/trjo/products/m20702/91769.png","2.49","[""Fall Faves"",""Let's Bake!""]",,
"078597","Sugar Bee® Apple","In the early 1990s, an orchardist discovered a new kind of apple growing in his Minnesota Honeycrisp orchard. 
With a little detective work, he determined that local bees had taken the pollen from an unknown tree nearby 
and cross-pollenated it with Honeycrisp blossoms. The SugarBee® was born! 

Fast-forward to present day, and you, dear customers, can enjoy the crisp, firm texture and crunchy bite of 
SugarBees®. Their flavor hints at caramel and molasses, with distinct notes of honey-a fitting homage to their 
raison d'etre (reason for bee-ing, if you will). Snack on slices alongside a bowl of our Maple Spiced Nut Mix [sku 
75094] for an authentically autumnal treat. Or peel and slice these bee-uties to tuck into your seasonal pies, 
tarts, and turnovers. Yum! Pick your own from our produce shelves, while they're in season.

SugarBee® Apples","https://www.traderjoes.com/content/dam/trjo/products/m20701/78597.png","1.29","[""Backpack Ready"",""Fall Faves"",""Rain or Shine""]",,
"095153","Kumato Brown Tomatoes","¿ 

 
Growing area:  Leamington, Canada and 
Guanajuato, México","https://www.traderjoes.com/content/dam/trjo/products/m20702/95153.png","3.69","[""Alfresco Dining"",""Cut The Mustard"",""Picnic"",""Put An Egg On It""]",,
"032039","Yellow Squash","""Thin-skinned"" isn't generally seen as a sought-after quality-unless you're talking about Yellow Squash. Its 
thin skin makes this summer squash ideal for slicing into ribbons and tossing with lemon juice, halved Organic 
Mixed Medley Cherry Tomatoes [sku 50214], and a few spoonfuls of TJ's Basil Pesto Sauce [sku 75825]. Beneath 
that bright yellow, thin-skinned exterior is slightly seedy, tender flesh that develops an ever-so-faint vegetal 
sweetness when roasted or sautéed, and holds up nicely when sliced into planks, drizzled with Organic Extra 
Virgin Garlic Flavored Olive Oil [sku 96177], and charred on the grill. Yellow Squash makes for a tasty, lower-
carb stand-in for pasta when spiralized and tossed with Rosatella Pasta Sauce [sku 76262], as well.

Because ""peak season"" changes depending on the growing region and season, we offer Yellow Squash from 
California as well as Mexico to ensure we can provide top-notch quality and flavor throughout the year. 
Regardless of where its grown, you're sure to enjoy the incredible value we offer on one-pound packages of 
Trader Joe's Yellow Squash. You'll find them in our refrigerators, every day.

Yellow Squash","https://www.traderjoes.com/content/dam/trjo/products/m20702/32039.png","2.29","[""Alfresco Dining"",""Fire Up The Grill"",""Fry It Up"",""Picnic""]",,
