"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"079150","Cranberry Ginger Chutney","There's more than one way to sauce a cranberry. We prove it over and over again each holiday season, when our 
cache of cranberry condiments arrives on our shelves and in our refrigerators. We have options that can cater 
to anyone's cranberry cravings, and this year, we've added yet another standout to the cranberry condiment 
crowd: Trader Joe's Cranberry Ginger Chutney. 

Inspired by the aromatic flavors of South Indian cuisine, Trader Joe's Cranberry Ginger Chutney invites a 
welcome touch of global inspiration to your Thanksgiving table. Our supplier starts by boiling whole cranberries, 
but only lightly, so as to maintain a chunky texture. Next, they sweeten them with sugar and combine them 
with ginger, garlic, and cayenne pepper, resulting in a sweet and savory profile that plays well with the tangy, 
tart fruitiness of the cranberries. Enjoy this Chutney with your turkey dinner, give it a supporting role on your 
next charcuterie board, or use it as spread for crackers, sanwiches, wraps, and more!

Cranberry Ginger Chutney","https://www.traderjoes.com/content/dam/trjo/products/m20405/79150.png","2.49","[""Alfresco Dining"",""Cheese Board"",""Date Night"",""Effortless Entertaining"",""Fall Faves""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""1 Tbsp. (20g)"",""calories_per_serving"":""30 ""}]"
"079820","White Queso Dip","Guacamole, salsa, and queso dip are the holy trinity of scoopable Mexican restaurant appetizers. Peruse the 
refrigerators at your neighborhood Trader Joe's, and you'll notice we're two for three on this front, with a 
plethora of guacamole and salsa options to choose from. With the debut of Trader Joe's White Queso Dip, 
we're finally three for three!

Our Queso starts with tangy white cheddar-it comprises 50% of the recipe, in fact! We mix in cream for extra 
richness, plus sea salt and onion for savory aromatics. Mild red & green bell peppers add a touch of sweetness 
(and festive red & green speckles throughout), while diced jalapeños lend a just-right amount of heat. Go 
ahead, shovel a tortilla chip-full into your mouth-your tastebuds will love this Queso's restaurant quality 
flavor, and your wallet will appreciate you skipping the takeout. 

For vegetarian nachos, drizzle a generous helping of Queso over a plate of White Corn Tortilla Chips [sku 
95347], then cover them with crumbled Soy Chorizo [sku 92463] and Hot & Sweet Jalapeños, if you're feeling 
especially spicy. Or, pay homage to Tijuana, Mexico's quesabirria tacos by spreading some Queso Dip onto 
Corn Tortillas [sku 92394], topping them with Beef Birria [sku 72620], folding them over into tacos, and pan 
frying until crispy and melty. Don't forget to save the birria juice for dipping!

White Queso Dip","https://www.traderjoes.com/content/dam/trjo/products/m20404/79820.png","3.99","[""Alfresco Dining"",""Cheese Board"",""Crack a Beer"",""Effortless Entertaining"",""Game Night"",""Midday Snacks"",""Picnic""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""2 Tbsp. (28g)"",""calories_per_serving"":""70 ""}]"
"091113","Sweet Chili Sauce","Trader Joe's Sweet Chili Sauce is our authentic take on the sweet-hot blend of chilies and garlic used in 
kitchens across Thailand. Our supplier adds whole red chilies and Thai garlic to a sweet & sour-like concoction, 
creating a versatile sauce that can be used as a condiment, dip, stir-fry sauce, or appetizer component. We 
like it on burgers and Korean Style Short Ribs [sku 90809], or brushed on chicken before grilling. It's a natural 
for dipping things like gyoza, egg rolls or Chicken Spring Rolls [sku 55571]. You may try grilling peaches or 
nectarines and dipping them in Sweet Chili Sauce. It's also surprisingly delicious served over softened cream 
cheese and served with crackers - a quick, super-easy hors d'oeuvre that will leave your guests begging for the 
""recipe."" You'll find each 10.1-fluid ounce bottle of Trader Joe's Sweet Chili Sauce, every day in our grocery 
aisle.

 *Please check QIL to confirm current pricing.

Sweet Chili Sauce","https://www.traderjoes.com/content/dam/trjo/products/m20401/91113.png","1.69","[""A Long Finish"",""Pour It On""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 Tbsp (15 ml)"",""calories_per_serving"":""20 ""}]"
"078789","Thick, Bold & Spicy Red Sauce","When it comes to pasta sauces, we offer more variety than we do in some other food categories. While you 
may only desire the singular, best Organic Ketchup [sku 55860] to satisfy your ketchup cravings, your cravings 
for different styles of pasta sauce may fluctuate day to day, meal to meal. With this in mind, we concluded that 
our assortment of sauces was missing a richer, bolder, tomato-based option. This is where Trader Joe's Thick, 
Bold & Spicy Red Sauce comes in!

The name sort of says it all, but let's break it down a bit... This Red Sauce begins as any homemade tomato 
sauce might, with diced tomatoes in juice, tomato paste, garlic, diced onion, and oil (we opted for extra virgin 
olive oil here). The addition of basil, honey, and sun-dried tomatoes work together to develop a more nuanced 
flavor profile than a standard red sauce. So far, so Bold-where's the Spicy? The heat comes with a carefully 
concocted combo of peppers that includes crushed red pepper, ancho chili pepper powder, black pepper, and 
paprika. Finally, all these ingredients are simmered until reaching a Thick, rich texture.

Trader Joe's Thick, Bold & Spicy Red Sauce is so good on all kinds of pasta, from Organic Spaghetti [sku 
78011] to Chickpea Fusilli [sku 78268]. Beyond pasta, it also works incredibly well as a tasty dipping sauce for 
your oven-warmed Ciabatta Baguette [sku 96398], or for TJ's ready-to-bake Organic Garlic Bread [sku 77219]. 
You'll find sixteen-ounce jars of Thick, Bold & Spicy Red Sauce on our shelves among a variety of delicious 
pasta sauces, every day!

Thick, Bold & Spicy Red Sauce","https://www.traderjoes.com/content/dam/trjo/products/m20402/78789.png","3.99","[""Alfresco Dining"",""Crack a Beer"",""Family Style"",""Pair With Wine""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""1/4 cup (64g)"",""calories_per_serving"":""100 ""}]"
"078961","Enchilada Sauce","Enchiladas might just be the very definition of comfort food: layers of hearty rolled tortillas, rich, savory, and 
often meaty fillings, gloriously melty cheese...and, of course, vividly full-flavored sauce to bind it all together. 
In fact, the sauce might just be the most important element of enchiladas to get right, which is why we proudly 
carry Trader Joe's Enchilada Sauce on our shelves. It's made for us by a trusted supplier, who starts with a 
base of tomato paste and red jalapeño purée, then seasons it with ground red chiles, onion, garlic, and chipotle 
pepper powder. What they don't use are any gums, natural flavors, or artificial preservatives, so that your 
homemade enchiladas will taste homemade, every time.

Savory, smoky, and ever-so-slightly spicy, our bold and full-flavored Enchilada Sauce won't just make your 
enchiladas tastier, they'll make them a lot easier, too: simply roll corn or flour torillas up with your favorite 
fillings (we find it's a little easier if you fry the tortillas in oil for a second or two beforehand), line them up 
in a baking dish, cover with Enchilada Sauce and your favorite cheese, and bake! And if that wasn't enough, 
we also find that it's quite suited for making Mexican cuisine-inspired casseroles, or even using as a sauce for  
making chilaquiles, too.

Enchilada Sauce","https://www.traderjoes.com/content/dam/trjo/products/m20402/78961.png","4.49","[""Alfresco Dining"",""Crack a Beer"",""Dinner Hack"",""In Lieu of Pizza""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/4 cup (60g)"",""calories_per_serving"":""30 ""}]"
"080035","Thai Style Peanut Dressing","When is a salad dressing more than a salad dressing? How about when it's also a great dip, condiment, marinade,  
sauce for a uniquely sweet and spicy pizza... All of these would make an entirely apt description for Trader 
Joe's Thai Style Peanut Dressing, but, truth be told, ""Trader Joe's Thai Style Peanut Dressing (and Dip, and 
Condiment, and Marinade, and Pizza Sauce...)"" just wouldn't quite fit on the bottle. It's made for us using the 
same recipe as the dressing found in Trader Joe's Crunchy Slaw [sku 80035], a longtime Crew and customer 
favorite in our West Coast stores, where its complex mix of sweet, savory, and spicy flavors earned it a spot as 
a solo act in Trader Joe's across the country.

Our Thai Style Peanut Dressing is so versatile, that even within just the context of salads, it's marvelously 
multifaceted: we recommend it for everything from light, leafy salads to hearty slaws, all the way to creamy 
pasta and potato salads, too. As for its dip qualifications, give it a spin with spring rolls or savory meat skewers. 
As a condiment, it's excellent on burgers and bánh mì-inspired creations. It makes a magnificent marinade for 
grilled chicken wings or steak, and a super sauce for a Thai-style pizza with chicken breast, cilantro, and sliced 
green onion.

Thai Style Peanut Dressing","https://www.traderjoes.com/content/dam/trjo/products/m20405/80035.png","3.99","[""Pour It On""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 Tbsp. (30mL)"",""calories_per_serving"":""120 ""}]"
"078297","Hoisin Sauce","Named for the Cantonese word for ""seafood,"" hoisin sauce gets its moniker not by virtue of containing 
seafood as an ingredient (it traditionally contains no animal-derived products, sea-based or not), nor by being 
specifically designed for serving with seafood (although it is, indeed, great with fish.) Rather, its title comes 
from the fact that its rich aromas and umami undertones evoke an ineffable, subtly seafood-y quality that's 
celebrated in Szechuan cuisine. To that, we'd also add that a great hoisin sauce, like Trader Joe's Hoisin Sauce, 
also expresses a certain sticky sweetness, savory character, and velvety texture that make it one of the more 
versatile condiments you'll ever find.

Made for us by a supplier in Thailand, who starts with a base of fermented soy bean paste, black sesame paste, 
and brown sugar, each batch of our full-flavored Hoisin Sauce is seasoned with a blend of aromatic spices like 
star anise, garlic powder, coriander seed, and Szechuan peppercorns. You may have had hoisin with roast duck, 
spring rolls, and noodle soups before-all excellent pairings, but that's hardly where we'd stop. We recommend 
drizzling our Hoisin over stir-fried vegetables, fried rice, bánh mì sandwiches, burgers, barbecued ribs, grilled 
shrimp or salmon, or even just using it as a sweet and savory dip for Fries [sku 96143].

Hoisin Sauce","https://www.traderjoes.com/content/dam/trjo/products/m20405/78297.png","1.99","[""Alfresco Dining"",""Pour It On""]","[""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 Tbsp. (36g)"",""calories_per_serving"":""90 ""}]"
"079675","Chicken Uncured Bacon Ranch Dip","There's a group of ingredients that have been trending online for quite a while amongst lovers of savory, 
comforting recipes. This combination comes in the form of casseroles, skillet meals, sheet-pan recipes, 
sandwiches, salads, and even dips. In fact, this combo is the inspiration for Trader Joe's Chicken Uncured 
Bacon Ranch Dip!

Our version starts with a mixture of sour cream, shredded sharp Cheddar, cream cheese, mayo, and buttermilk. 
This creates a rich, creamy, cheesy base with a hint of tanginess. Then we add plenty of shredded, rotisserie-
style Chicken breast and pieces of Uncured Bacon. (Uncured, meaning there are no nitrites or nitrates added, 
except what's naturally occurring in sea salt and celery juice.) As if cheese, Chicken, and Bacon weren't enough, 
we finish the recipe with a custom, Ranch-style seasoning blend of herbs & spices, including chives, parsley, 
dill, garlic & onion.

While you can eat it cold, this Dip is really made to be heated. That's as easy as putting it in a microwave-safe 
bowl, and heating it 2-3 minutes at 30-second intervals until it's heated through. Then comes the dipping! 
The dip-list is limitless, but you might start with celery sticks, Les Petite Carrots of Many Colors [sku 57285], 
Pita Bite Crackers [sku 90701], Fall Leaf Tortilla Chips [sku 66065], and slices of toasted Organic Baguette [sku 
53835].

Chicken Uncured Bacon Ranch Dip","https://www.traderjoes.com/content/dam/trjo/products/m20404/79675.png","4.99","[""Cheese Board"",""Crack a Beer"",""Effortless Entertaining"",""Game Night""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 Tbsp. (31g)"",""calories_per_serving"":""90 ""}]"
"072519","Sweet Potato Habanero Hot Sauce","In the collective imagination, autumn flavors aren't typically associated with a whole lot of heat, per se-and if 
you ask us, that's a shame. As we approach the autumn months, and temperatures begin to lower, it's the perfect 
time for hearty chilis, capsaicin-loaded curries, super-spicy soups, and red-hot roasted veggies and proteins of 
all kinds. In support of this autumnal argument, we submit Trader Joe's Sweet Potato Habanero Hot Sauce. 
Made for us by a famed hot sauce supplier out of Atlanta, Georgia, each batch is made from a base of vinegar, 
sweet potatoes, and habanero peppers, as well as a mix of autumnally-appropriate spices like cinnamon, ginger, 
allspice, and cloves.

This marriage of peppery heat and fall flavors results in a one-of-a-kind Hot Sauce that's as versatile as it is 
unique. Aside from its use in the afore-mentioned hearty soups and roasts that autumn is known for, it also 
goes great with everyday fare like pizza, chicken wings, tacos, and all sorts of savory breakfast options. And for 
a fiery, dip that makes a great late summer or early autumn appetizer, simply mix a teaspoon or two with Greek 
Yogurt [sku 69707] and enjoy with French fries or Tots [sku 94904].

Sweet Potato Habanero Hot Sauce","https://www.traderjoes.com/content/dam/trjo/products/m20403/72519.png","2.99","[""Alfresco Dining"",""Crack a Beer"",""Feeling Adventurous"",""Mouth On Fire"",""Pour It On"",""Put An Egg On It""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 tsp. (5mL)"",""calories_per_serving"":""0 ""}]"
"078791","Pizza Sauce","At Trader Joe's, a product doesn't pass muster just once-it must do so again and again, long after it launches, 
to ensure our customers are as excited about it as our tasting panel was when it was first presented. Recently, 
our buyer applied this standard for satisfaction and deliciousness to our preexisting pizza sauce, and knew we 
could do better. And after a few rounds of tasting and tweaking an array of sauce options, we did-allow us to 
(re)introduce Trader Joe's Pizza Sauce! 

With a bright tomato flavor and more subtly seasoned profile than its predecessor, this Pizza Sauce provides a 
savory base layer that complements pizza toppings without overpowering them, and makes for a mighty tasty 
Breaded Mozzarella Cheese Sticks [sku 50209] dip, too. An added bonus: it's packed into shelf-stable jars, so you 
can always have a jar of Pizza Sauce at the ready when the craving strikes. 

In addition to our tasting panel standards for satisfaction and delicious, this kosher-certified Sauce passes 
muster when it comes to value, too. If ""pizza party"" is in your day planner, pop on over to your neighborhood 
Trader Joe's, where you'll find jars of Pizza Sauce on our grocery shelves for an incredible price, every day.

Pizza Sauce","https://www.traderjoes.com/content/dam/trjo/products/m20405/78791.png","1.99","[""Crack a Beer"",""Dinner Hack"",""Family Style"",""Let's Bake!"",""Pour It On""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/4 cup (62g)"",""calories_per_serving"":""30 ""}]"
