"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"1000 ISLAND 200/12 GM POUCH *","9147","1 CASE *","12 GR","",,"","","","","CASE","","https://www.badgermurphy.com/product/1000-island-200-12-gm-pouch/","FLAVOR FRESH","","","","","","Badger Murphy","",""
,"1000 ISLAND 4/1 GAL","9114","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/1000-island-4-1-gal/","VARIETY","","","","","","Badger Murphy","",""
,"1000 ISLAND 4/1 GAL *","9183","1 CASE *","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/1000-island-4-1-gal-2/","KRAFT","","","","","","Badger Murphy","",""
,"1000 ISLAND 4/1 GAL *","9197","1 CASE *","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/1000-island-4-1-gal-3/","HELLMANS","","","","","","Badger Murphy","",""
,"1000 ISLAND FARMHOUSE 4/1 GAL *","9207","1 CASE *","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/1000-island-farmhouse-4-1-gal/","CONWAY","","","","","","Badger Murphy","",""
,"2/2.5 GAL BAGS EVAPORATED MILK","0741","1 CASE +","2.5 GAL","",,"","","","","BAG","","https://www.badgermurphy.com/product/2-2-5-gal-bags-evaporated-milk/","PRARIE FARMS","","","","","","Badger Murphy","",""
,"ALLSPICE GROUND 1 LB","0381","1 JAR","1 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/allspice-ground-1-lb/","N/A","","","","","","Badger Murphy","",""
,"ALLSPICE WHOLE 1 LB","4360","1 JAR","1 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/allspice-whole-1-lb/","DWF","","","","","","Badger Murphy","",""
,"ALMOND EMULSION","0401","1 GAL","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/almond-emulsion/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"ALMOND EMULSION 1 QT +","0406","1 QRT. +","1 QRT","",,"","","","","QRT","","https://www.badgermurphy.com/product/almond-emulsion-1-qt/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"ALMOND MEAL 25 LB *","0303","1 CASE *","25 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/almond-meal-25-lb/","N/A","","","","","","Badger Murphy","",""
,"ALMOND PASTE 7 LB","0301A","1 CAN","1/10 CAN","",,"","","","","CAN","","https://www.badgermurphy.com/product/almond-paste-7-lb/","SOLO","","","","","","Badger Murphy","",""
,"ALMOND PASTE 6/7 LB","0301","1 CASE","#10 CHUB","",,"","","","","CASE","","https://www.badgermurphy.com/product/almond-paste-6-7-lb/","SOLO","","","","","","Badger Murphy","",""
,"ALMONDS SLICED 25 LB","0367","25 LB.","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/almonds-sliced-25-lb/","N/A","","","","","","Badger Murphy","",""
,"ALMONDS SLICED BLANCHED 6/1.75 LB","0301C","1 CASE","1.75 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/almonds-sliced-blanched-6-1-75-lb/","AZAR","","","","","","Badger Murphy","",""
,"ALMONDS WHOLE BLANCHED 50 LB +","0478","50 LB +","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/almonds-whole-blanched-50-lb/","N/A","","","","","","Badger Murphy","",""
,"ALOUETTE (GARLIC & HERB) 2/4.5 LB +","1684","9 LB. +","4.5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/alouette-garlic-herb-2-4-5-lb/","ALOUETTE","","","","","","Badger Murphy","",""
,"AMERICAN 72 SLICE VERTICAL 6/3 LB *","0201F","18 LB. *","3 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/american-72-slice-vertical-6-3-lb/","DINNER BELL","","","","","","Badger Murphy","",""
,"AMERICAN 120 SLICE REGULAR 4/5 LB +","0200","1 CASE +","120 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/american-120-slice-regular-4-5-lb/","KRAFT","","","","","","Badger Murphy","",""
,"AMERICAN 120 SLICE VERTICAL 4/5 LB","0201","20 LB.","120 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/american-120-slice-vertical-4-5-lb/","STATEBRAND","","","","","","Badger Murphy","",""
,"AMERICAN 120 SLICE VERTICAL 4/5 LB KNAUS *","0201K","20 LB. *","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/american-120-slice-vertical-4-5-lb-knaus/","STATE BRAND","","","","","","Badger Murphy","",""
,"AMERICAN 120 SLICE VERTICAL 5 LB","0201A","5 LB.","120 SL.","",,"","","","","PIECE","","https://www.badgermurphy.com/product/american-120-slice-vertical-5-lb/","STATEBRAND","","","","","","Badger Murphy","",""
,"AMERICAN 160 SLICE PULLMAN 4/5 LB *","0230","20 LB. *","5 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/american-160-slice-pullman-4-5-lb/","STATE BRAND","","","","","","Badger Murphy","",""
,"AMERICAN 160 SLICE VERTICAL 5 LB","0201C","5 LB.","160 SL.","",,"","","","","PIECE","","https://www.badgermurphy.com/product/american-160-slice-vertical-5-lb/","STATEBRAND","","","","","","Badger Murphy","",""
,"APPLES GRANNY SMITH 10 CT","4588","1 BAG","BAG","",,"","","","","BAG","","https://www.badgermurphy.com/product/apples-granny-smith-10-ct/","N/A","","","","","","Badger Murphy","",""
,"APPLES GRANNY SMITH 100-138 CT","4541A","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/apples-granny-smith-100-138-ct/","N/A","","","","","","Badger Murphy","",""
,"APPLES RED DELICIOUS 113 CT","4517A","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/apples-red-delicious-113-ct/","N/A","","","","","","Badger Murphy","",""
,"APPLES RED DELICIOUS 88 CT","4517","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/apples-red-delicious-88-ct/","N/A","","","","","","Badger Murphy","",""
,"APPLES SLICED IN SYRUP YORK 3/#10","0614B","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/apples-sliced-in-syrup-york-3-10/","MUSSELMANS","","","","","","Badger Murphy","",""
,"APPLES SLICED IN SYRUP YORK 6/#10 +","0602","1 CASE +","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/apples-sliced-in-syrup-york-6-10/","WHITEHOUSE","","","","","","Badger Murphy","",""
,"APPLES SLICED IN WATER 6/#10","4211","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/apples-sliced-in-water-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"APPLESAUCE 24/#300 *","9041A","1 CASE *","#300 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/applesauce-24-300/","N/A","","","","","","Badger Murphy","",""
,"APPLESAUCE 6/108 OZ +","9026","1 CASE +","108 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/applesauce-6-108-oz/","MUSSELMANS","","","","","","Badger Murphy","",""
,"APPLESAUCE 8/48 OZ PET +","9043","1 CASE +","48 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/applesauce-8-48-oz-pet/","MOTTS","","","","","","Badger Murphy","",""
,"APPLESAUCE UNSWEETENED 6/#10","9041","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/applesauce-unsweetened-6-10/","N/A","","","","","","Badger Murphy","",""
,"APRICOT HALVES PEELED IN LIGHT SYRUP 6/#10","0614","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/apricot-halves-peeled-in-light-syrup-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"APRICOT PUREE 30 OZ *","840399","1 TUB *","30 OZ","",,"","","","","EACH","","https://www.badgermurphy.com/product/apricot-puree-30-oz/","PERFECT PUREE","","","","","","Badger Murphy","",""
,"APRONS POLY 28X46 HEAVY 100 CT +","9684B","1 BOX +","24X42","",,"","","","","BOX","","https://www.badgermurphy.com/product/aprons-poly-28x46-heavy-100-ct/","N/A","","","","","","Badger Murphy","",""
,"ARTICHOKE HEARTS 30-40 CT 6/3 KILO","4218","1 CASE","30-40 CT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/artichoke-hearts-30-40-ct-6-3-kilo/","N/A","","","","","","Badger Murphy","",""
,"ARTICHOKES 24 CT","4507","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/artichokes-24-ct/","N/A","","","","","","Badger Murphy","",""
,"ARTICHOKES 30 CT *","4523","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/artichokes-30-ct/","N/A","","","","","","Badger Murphy","",""
,"ARUGULA BABY WILD 3/1 LB CLAMSHELL","4571","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/arugula-baby-wild-3-1-lb-clamshell/","N/A","","","","","","Badger Murphy","",""
,"ASCORBIC ACID TABLETS 0430 6000 CT +","0399","1 CASE +","2 GRM","",,"","","","","CASE","","https://www.badgermurphy.com/product/ascorbic-acid-tablets-0430-6000-ct/","PAR-C-30","","","","","","Badger Murphy","",""
,"ASIAGO MILD HALF WHEEL 10 LB AVG +","1600","11#/A +","11#/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/asiago-mild-half-wheel-10-lb-avg/","STELLA","","","","","","Badger Murphy","",""
,"ASIAGO SHREDDED 4/5 LB","1600A","20 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/asiago-shredded-4-5-lb/","BADGER MURPHY","","","","","","Badger Murphy","",""
,"ASPARAGUS FRESH MEDIUM 11 LB","4578","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/asparagus-fresh-medium-11-lb/","N/A","","","","","","Badger Murphy","",""
,"ASPARAGUS JUMBO 11 LB","4546","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/asparagus-jumbo-11-lb/","N/A","","","","","","Badger Murphy","",""
,"AVOCADOS ALEJANDRINA/COLIMA #1 48 CT","4555A","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/avocados-alejandrina-colima-1-48-ct/","N/A","","","","","","Badger Murphy","",""
,"AVOCADOS TURN 12 CT","4555","1 BAG","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/avocados-turn-12-ct/","N/A","","","","","","Badger Murphy","",""
,"BABY CORN WHOLE MEDIUM 6/#10","9081","1 CASE +","120+","",,"","","","","CASE","","https://www.badgermurphy.com/product/baby-corn-whole-medium-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"BACON 8/10 PREMIUM SUGAR LAYOUT 15 LB +","6271","15 LB. +","8/10 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-8-10-premium-sugar-layout-15-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON 1/2 IN HONEY CURE LAYER GAS FLUSHED 15 LB +","6270","15 LB. +","1/2 INCH.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-1-2-in-honey-cure-layer-gas-flushed-15-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON 10/12 HONEY CURED SHINGLE PACK 15 LB *","6272","15 LB. *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-10-12-honey-cured-shingle-pack-15-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON 13/17 APPLEWOOD OLD SMOKEHOUSE 20 LB *","6502","1 CASE *","13/17 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-13-17-applewood-old-smokehouse-20-lb/","OLD SMOKEHOUSE","","","","","","Badger Murphy","",""
,"BACON 13/17 LAYOUT 15 LB *","6505","1 CASE *","13/17","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-13-17-layout-15-lb/","HORMEL","","","","","","Badger Murphy","",""
,"BACON 14/16 SUGAR LAYOUT 15 LB","6276","15 LB.","14/16 SL","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-14-16-sugar-layout-15-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON 16/18 SUGAR SHINGLE GAS FLUSHED 15 LB +","6277","15 LB. +","16/18 SL","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-16-18-sugar-shingle-gas-flushed-15-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON 18/20 SUGAR LAYOUT 15 LB","6275","15 LB.","18/20 SL","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-18-20-sugar-layout-15-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON 18/22 15 LB BRONZE LABEL +","6506","15 LB. +","18/22 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-18-22-15-lb-bronze-label/","HWW BRONZE","","","","","","Badger Murphy","",""
,"BACON 18/22 LAYOUT 15 LB *","6503","1 CASE *","18/22","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-18-22-layout-15-lb/","HORMEL","","","","","","Badger Murphy","",""
,"BACON 18/22 SHINGLE PACK 12 LB","6112","12 LB.","18/22 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-18-22-shingle-pack-12-lb/","PEER","","","","","","Badger Murphy","",""
,"BACON 18/22 SHINGLE PACK 15 LB","6101","15 LB.","18/22 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-18-22-shingle-pack-15-lb/","REST PRIDE","","","","","","Badger Murphy","",""
,"BACON 9/11 LAYOUT 15 LB *","794439","15 LB. *","15 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-9-11-layout-15-lb-2/","PEER","","","","","","Badger Murphy","",""
,"BACON 9/11 LAYOUT 15 LB +","6273","15 LB. +","9/11 SLICE","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-9-11-layout-15-lb/","JONES","","","","","","Badger Murphy","",""
,"BACON BITS COOKED DICED 3/8 IN 10 LB","6274","10 LB.","3/8 IN.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-bits-cooked-diced-3-8-in-10-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON BITS IMITATION 20 LB *","6179","1 CASE *","20 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-bits-imitation-20-lb/","REDI BITS","","","","","","Badger Murphy","",""
,"BACON BITS REGULAR COOKED 3/8 IN 2/5 LB *","6508","1 CASE *","3/8 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-bits-regular-cooked-3-8-in-2-5-lb/","HORMEL","","","","","","Badger Murphy","",""
,"BACON CANADIAN 4 LB AVG *","6501","4#/A *","4#/A","",,"","","","","PIECE","","https://www.badgermurphy.com/product/bacon-canadian-4-lb-avg/","FARMLAND","","","","","","Badger Murphy","",""
,"BACON CANADIAN 6 LB AVG","6504","6#/A *","6 LB AVG","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-canadian-6-lb-avg/","HORMEL","","","","","","Badger Murphy","",""
,"BACON CANADIAN HALVES 2/3.5 LB AVG","6143A","7#/A","3.5#/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-canadian-halves-2-3-5-lb-avg/","ROSE","","","","","","Badger Murphy","",""
,"BACON ENDS & PIECES 8/3 LB CRYOVAC +","6278","24 LB. +","3 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-ends-pieces-8-3-lb-cryovac/","DAILYS","","","","","","Badger Murphy","",""
,"BACON ENDS & PIECES SUGAR BULK 15 LB *","6110A","15 LB. *","15 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-ends-pieces-sugar-bulk-15-lb/","DAILYS","","","","","","Badger Murphy","",""
,"BACON RETAIL VAC PACK 24/1 LB","6107E","24 LB.","16 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-retail-vac-pack-24-1-lb/","BIG BUY","","","","","","Badger Murphy","",""
,"BACON TURKEY 16 SLICE BULK 2/5 LB +","6412","10 LB. +","16 SL/LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-turkey-16-slice-bulk-2-5-lb/","GODSHALLS","","","","","","Badger Murphy","",""
,"BACON TURKEY SLICED 16/12 OZ","6411","1 CASE","12 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/bacon-turkey-sliced-16-12-oz/","OSCAR MAYER","","","","","","Badger Murphy","",""
,"BAGS BREAD FRENCH 1000 CT","4084","1 CASE","4.5x2.5x24","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-bread-french-1000-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS BUN PAN COVER 21X6X35 200 CT","4082","1 ROLL","21x6x35","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-bun-pan-cover-21x6x35-200-ct/","FORTUNE PLASTICS","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 2# 1/500 CT.","4064","1 BNDL *","2#","",,"","","","","BUNDLE","","https://www.badgermurphy.com/product/bags-paper-brown-2-1-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 4# 500 CT","4067","1 BNDL","4 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-brown-4-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 6# 500 CT","4073","1 BNDL","6 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-brown-6-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 8# 500 CT","4077","1 BNDL","8 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-brown-8-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 10# 500 CT","4052","1 BNDL","10 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-brown-10-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 12# 500 CT","4055","1 BNDL","12 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-brown-12-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 16# 500 CT","4058","1 BNDL","16 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-brown-16-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER BROWN 20 # SHORT 500 CT +","4061","1 BNDL +","20 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-brown-20-short-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER SHOPPING BROWN WITH HANDLE 250 CT +","4056","1 BNDL +","13""x7""x17""","",,"","","","","BUNDLE","","https://www.badgermurphy.com/product/bags-paper-shopping-brown-with-handle-250-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 3# 500 CT +","4063","1 BNDL +","3 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-3-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 10# 500 CT *","4054","1 BNDL *","10 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-10-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 12# 500 CT","4057","1 BNDL","12 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-12-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 16# 500 CT.","4078","1 BNDL","16 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-16-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 25# SHORT 1/500 CT","4053","1 BNDL","25 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-25-short-1-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 4# 500 CT","4069","1 BNDL","4 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-4-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 6# 500 CT","4075","1 BNDL","6 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-6-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PAPER WHITE 8# 500 CT","4079","1 BNDL","8 LB.","",,"","","","","BNDL","","https://www.badgermurphy.com/product/bags-paper-white-8-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS PASTRY BLUE PLAIN 100 CT *","837202","1 CASE *","100 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-pastry-blue-plain-100-ct/","PIPINQ","","","","","","Badger Murphy","",""
,"BAGS PASTRY RED HOT 74 CT *","837200","1 CASE *","74 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-pastry-red-hot-74-ct/","PIPINQ","","","","","","Badger Murphy","",""
,"BAGS PIPING 21 IN CLEAR DISPOSABLE 100 CT +","4070","1 BOX +","21 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/bags-piping-21-in-clear-disposable-100-ct/","M&Q PACKAGING","","","","","","Badger Murphy","",""
,"BAGS PLASTIC STORAGE GALLON SIZE 250 CT ZIPLOCK *","4081","1 CASE *","1 GALLON","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-plastic-storage-gallon-size-250-ct-ziplock/","ZIPLOC","","","","","","Badger Murphy","",""
,"BAGS PLASTIC STORAGE QUART SIZE 500 CT ZIPLOCK *","4085","1 BOX *","QUART","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-plastic-storage-quart-size-500-ct-ziplock/","ZIPLOC","","","","","","Badger Murphy","",""
,"BAGS POLY 8x4x18 IN 1000 CT","4080","1 CASE","8""x4""x18""","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-poly-8x4x18-in-1000-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS SANDWICH PLAIN 508 1000 CT *","4116","1 BOX *","6x.75x6.5""","",,"","","","","BOX","","https://www.badgermurphy.com/product/bags-sandwich-plain-508-1000-ct/","N/A","","","","","","Badger Murphy","",""
,"BAGS T-SHIRT PLASTIC 1/6 500 CT AVG","4086","1 CASE","12x7x22","",,"","","","","CASE","","https://www.badgermurphy.com/product/bags-t-shirt-plastic-1-6-500-ct-avg/","N/A","","","","","","Badger Murphy","",""
,"BAKERS CHEESE 30 LB","0210D","30 LB.","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/bakers-cheese-30-lb/","HAHNS","","","","","","Badger Murphy","",""
,"BAKERY TISSUE 15×10.75 IN 6/1000 *","4094","1 CASE *","15x10-3/4","",,"","","","","CASE","","https://www.badgermurphy.com/product/bakery-tissue-15x10-75-in-6-1000/","DURABLE","","","","","","Badger Murphy","",""
,"BAKERY TISSUE 6 x 10.75 IN 10/1000 CT *","4096","1 CASE *","6x10.75","",,"","","","","CASE","","https://www.badgermurphy.com/product/bakery-tissue-6-x-10-75-in-10-1000-ct/","MARCAL","","","","","","Badger Murphy","",""
,"BAKERY TISSUE 8×10.75 IN 10/1000 +","4095","1 CASE +","8x10-3/4","",,"","","","","CASE","","https://www.badgermurphy.com/product/bakery-tissue-8x10-75-in-10-1000/","N/A","","","","","","Badger Murphy","",""
,"BAKING CUP RED 6 IN 10M CT *","4196","1 CASE *","30EX","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-cup-red-6-in-10m-ct/","N/A","","","","","","Badger Murphy","",""
,"BAKING CUP TULIP 2 10/100 CT *","953100","1 CASE *","100 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-cup-tulip-2-10-100-ct/","N/A","","","","","","Badger Murphy","",""
,"BAKING CUPS 3 IN 20/500 CT +","4192","1 CASE +","1.25""x.875","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-cups-3-in-20-500-ct/","PPP","","","","","","Badger Murphy","",""
,"BAKING CUPS 4.5 IN 20/500 CT *","4191","1 CASE *","4.5 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-cups-4-5-in-20-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAKING CUPS 6 IN 20/500 CT","4190","1 CASE","2.25x1.875","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-cups-6-in-20-500-ct/","N/A","","","","","","Badger Murphy","",""
,"BAKING CUPS CHINO RED 6000 CT *","4193","1 CASE *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-cups-chino-red-6000-ct/","N/A","","","","","","Badger Murphy","",""
,"BAKING POWDER DOUBLE ACTING 4/10 LB *","0307","1 CASE *","10 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-powder-double-acting-4-10-lb-2/","CLABBER GIRL","","","","","","Badger Murphy","",""
,"BAKING POWDER DOUBLE ACTING 10 LB","0309","1 CAN","10 LB.","",,"","","","","CAN","","https://www.badgermurphy.com/product/baking-powder-double-acting-10-lb/","EAGLE","","","","","","Badger Murphy","",""
,"BAKING POWDER DOUBLE ACTING 4/10 LB +","0303A","40 LB. +","10 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-powder-double-acting-4-10-lb/","EAGLE","","","","","","Badger Murphy","",""
,"BAKING POWDER DOUBLE ACTING 50 LB","0303B","50 LB.","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/baking-powder-double-acting-50-lb/","N/A","","","","","","Badger Murphy","",""
,"BAKING POWDER DOUBLE ACTING 6/5 LB","0308","1 CASE","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-powder-double-acting-6-5-lb/","CALUMET","","","","","","Badger Murphy","",""
,"BAKING POWDER DOUBLE ACTING NO SODIUM 6/5 LB +","0303D","1 CASE +","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-powder-double-acting-no-sodium-6-5-lb/","RED STAR","","","","","","Badger Murphy","",""
,"BAKING POWDER SINGLE ACTING 50 LB","0303C","50 LB.","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/baking-powder-single-acting-50-lb/","RED STAR","","","","","","Badger Murphy","",""
,"BAKING SODA (SODIUM BICARBONATE) 50 LB","0304","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/baking-soda-sodium-bicarbonate-50-lb/","N/A","","","","","","Badger Murphy","",""
,"BAKING SODA 24/16 OZ","9017","1 CASE","16 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/baking-soda-24-16-oz/","ARM&HAMMER","","","","","","Badger Murphy","",""
,"BALANCED BREAKS CHED/CASHEW/CRAN 4/3/1.5 OZ *","300050","1 CASE *","1.5 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/balanced-breaks-ched-cashew-cran-4-3-1-5-oz/","SARGENTO C STORE","","","","","","Badger Murphy","",""
,"BALANCED BREAKS COLBYJACK/DK CHOC PEANUTS 4/3/1.5 OZ *","300051","1 CASE *","1.5 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/balanced-breaks-colbyjack-dk-choc-peanuts-4-3-1-5-oz/","SARGENTO C STORE","","","","","","Badger Murphy","",""
,"BALANCED BREAKS WHT CHED/ALMONDS/CRAN 4/3/1.5 OZ *","300052","1 CASE *","1.5 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/balanced-breaks-wht-ched-almonds-cran-4-3-1-5-oz/","SARGENTO C STORE","","","","","","Badger Murphy","",""
,"BANANA FLAVOR","0413","1 GAL","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/banana-flavor/","MAR-VA-FLO","","","","","","Badger Murphy","",""
