"id","name","description","product_variants","sku","pack","size","gtin","sale_price","is_catch_weight","average_case_weight","image_url","vendor_sku","content_url","ordering_unit","is_broken_case","avg_case_weight","brand","category","sub-category","product-category-style","vendor_name","distributor_name","supplier_name","country_of_origin","productDescriptor","sellingBulletPoints","shelfLife","materialYield","length","width","height","nutritionalInfo","allergenInfo","servingSuggestions","preparationSuggestions","packagingStorage"
"f9a49e43-698a-45ab-bdda-1e9932c5a043","Karat Total Clean Premium Dish Wash Soap Case","Dishwashing liquid for commercial use. Store 4 bottles to keep stocked for everyday use. 

Case of 4 / 1 gallon bottles","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (4x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/ec094833-6f3a-44e1-9a06-767dbb1435b6.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/f9a49e43-698a-45ab-bdda-1e9932c5a043",,,,"Karat","Cleaning Supplies","Soap & Solutions",,,"ODEKO",,,,,,,,,,,,,,
"621df7ac-ed2d-4bbb-9421-dc85674e41b3","Karat Black Low Density 55-60 Gallon Trash Can Liner, 38"" x 58"", 1.2 Mil","Black colored, 55-60 Gallon Trash Can Liner

38"" x 58"" dimensions

1.2 Mil

(25pcs x 4 rolls)

100 Bags Total","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (100x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/1a46f9c1-18f1-4231-a6a4-c7ef1e235204.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/621df7ac-ed2d-4bbb-9421-dc85674e41b3",,,,"Karat","Cleaning Supplies","Trash Bags",,,"ODEKO",,,,,,,,,,,,,,
"2a518e56-662b-44b9-87e6-bbf12bdb6ece","Karat Low Density 33-39 Gallon Trash Can Liner, 33"" x 39"", 1.2 Mil","<p>33-39 Gallon Trash Can Liner 

33"" x 39"" dimensions 

1.2 Mil </p><p><br></p><p>

<strong>Box of 100 Bags</strong></p>","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (100x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/0daf7036-dfdc-4d1d-bf61-b35ea72937dd.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/2a518e56-662b-44b9-87e6-bbf12bdb6ece",,,,"Karat","Cleaning Supplies","Trash Bags",,,"ODEKO",,,,,,,,,,,,,,
"05fe9039-9157-45d9-ae9c-190c67d0e1c6","Karat Low Density 40-45 Gallon Trash Can Liner, 40"" x 46"", 1.2 Mil","40-45 Gallon Trash Can Liner

Dimensions: 40"" x 46""

1.2 Mil 

Box of 100 Bags","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (100x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/73e9a06b-498a-4279-9ec3-21c8ced591d6.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/05fe9039-9157-45d9-ae9c-190c67d0e1c6",,,,"Karat","Cleaning Supplies","Trash Bags",,,"ODEKO",,,,,,,,,,,,,,
"c973464c-a9af-40d0-a72c-72d70b961125","Panhandler's Oven Pan Liners, 15"" x 12""","Quick and easy clean up, designed to provide a sanitary way to hold, transport, cook, and serve food from steam pans to baking pans. 

Box of 100 Pan Liners","","177947bc-202b-5f15-b6c7-23f33da3f69e","Each","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/950c3a7a-447c-4952-98bf-162762a66fb7.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/c973464c-a9af-40d0-a72c-72d70b961125",,,,"Panhandler's","Cleaning Supplies","Trash Bags",,,"ODEKO",,,,,,,,,,,,,,
"9f168a8b-75bb-46f1-9ff3-7fe392495592","Bar Maid Sani-Maid Paper Chlorinated Sanitizer Test","Sanitizer test paper. Easily monitors the sanitizer level.
Easy-to-use dispenser. Keeps kitchenware clean with ease

100 chlorinated test strips per dispenser

","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (100x)","100 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/57d41821-56ab-491f-aea0-f8af1b4372dc.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/9f168a8b-75bb-46f1-9ff3-7fe392495592",,,,"Bar Maid","Cleaning Supplies","Gloves & PPE",,,"ODEKO",,,,,,,,,,,,,,
"7800aeb7-5a47-4228-96ad-c7442972a005","Karat Black Nitrile Powder-Free Gloves - Large","Karat Nitrile Gloves contain no latex and are powder-free. Having the highest level of touch sensitivity due to the glove's ability to mold to your hand for a good fit, our nitrile gloves are good to wear for an extended amount of time. Of the four material types of gloves we offer, our nitrile gloves are the most puncture resistant and are colored black to help identify if the glove has been punctured. These gloves are intended for food preparation purposes.

Large-sized

Case of 1000 Gloves","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (1000x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/3cacde4c-6e1e-4868-b8fe-bd2454a1b24e.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/7800aeb7-5a47-4228-96ad-c7442972a005",,,,"Karat","Cleaning Supplies","Gloves & PPE",,,"ODEKO",,,,,,,,,,,,,,
"c52d1678-f61c-4e98-b151-c1881bf8e73a","Karat Black Nitrile Powder-Free Gloves - Medium","Karat Nitrile Gloves contain no latex and are powder-free. Having the highest level of touch sensitivity due to the glove's ability to mold to your hand for a good fit, our nitrile gloves are good to wear for an extended amount of time. Of the four material types of gloves we offer, our nitrile gloves are the most puncture resistant and are colored black to help identify if the glove has been punctured. These gloves are intended for food preparation purposes.

Medium-sized

Case of 1000 Gloves","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (1000x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/9ee7c11a-27b6-46ee-9cb9-12c39defe921.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/c52d1678-f61c-4e98-b151-c1881bf8e73a",,,,"Karat","Cleaning Supplies","Gloves & PPE",,,"ODEKO",,,,,,,,,,,,,,
"3f0bb44d-3881-4c73-882d-4a7747f9cfba","Karat Clear Vinyl Powder-Free Gloves - Large","<p>Clear, powder free gloves for multi-use </p><p><br></p><p>

Large-sized </p><p><br></p><p>10 Boxes - 100 Gloves Each</p>","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (1000x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/c854d120-6689-400b-87aa-cbda0ad273e6.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/3f0bb44d-3881-4c73-882d-4a7747f9cfba",,,,"Karat","Cleaning Supplies","Gloves & PPE",,,"ODEKO",,,,,,,,,,,,,,
"1b5f3027-df8a-4b81-a8df-5d5c1069d0e3","Karat Clear Vinyl Powder-Free Gloves - Medium","<p>Clear, powder free gloves for multi-use </p><p><br></p><p>

Medium-sized </p><p><br></p><p>10 Boxes - 100 Gloves Each</p>","","177947bc-202b-5f15-b6c7-23f33da3f69e","Cases (1000x)","1 Each","","",,,"https://cdn-s3-odeko-item-management-prod.odeko.com/images/576c0db6-041a-4c83-8176-7bc043952301.png",,"https://portal.odeko.com/supply/locations/238ae091-397c-480d-b630-88c1202274b1/catalog/item/1b5f3027-df8a-4b81-a8df-5d5c1069d0e3",,,,"Karat","Cleaning Supplies","Gloves & PPE",,,"ODEKO",,,,,,,,,,,,,,
